resume_id,job_id,variant_id,proxy_type,proxy_value,base_skills_score,base_experience_score,base_education_course_score,base_projects_score,base_semantic_score,base_score,variant_skills_score,variant_experience_score,variant_education_course_score,variant_projects_score,variant_semantic_score,variant_score,score_delta,company,original_value,variant_value,original_course_status,variant_course_status,jd_requirement,context_classification,primary_changed_component,primary_component_change,primary_weighted_change,explanation
R001,JOB022,R001_CF_NAME,name,Ananya Iyer,0.0,1.0,0.0,0.0,0.769557,0.416366,0.0,1.0,0.0,0.0,0.766267,0.415592,-0.000774,Company_Data_A,Priya Nair,Ananya Iyer,,,Company: Company_Data_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications|Business Intelligence; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech|MCA; Minimum experience: 2 years,Not Supported,semantic,-0.00329,-0.000774,Changing name to Ananya Iyer changed the score from 0.4164 to 0.4156 (delta -0.0008). semantic made the largest negative weighted contribution change (-0.0008).
R011,JOB006,R011_CF_COURSE_EXPERIENCE,course+experience,Law | 76,0.0,1.0,0.9,0.0,0.646691,0.54628,0.0,1.0,0.4,0.0,0.632568,0.454722,-0.091558,Company_Engineering_A,Civil Engineering | 64,Law | 76,,,Company: Company_Engineering_A; Preferred course: Civil Engineering; Accepted courses: Civil Engineering|Construction Engineering|Structural Engineering; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech; Minimum experience: 1 years,Not Supported,education_course,-0.5,-0.088235,Changing course+experience to Law | 76 changed the score from 0.5463 to 0.4547 (delta -0.0916). education_course made the largest negative weighted contribution change (-0.0882).
R011,JOB006,R011_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Kanpur | 76,0.0,1.0,0.9,0.0,0.646691,0.54628,0.0,1.0,0.9,0.0,0.652874,0.547735,0.001455,Company_Engineering_A,Indian Institute of Technology Kharagpur | 64,Indian Institute of Technology Kanpur | 76,,,Company: Company_Engineering_A; Preferred course: Civil Engineering; Accepted courses: Civil Engineering|Construction Engineering|Structural Engineering; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech; Minimum experience: 1 years,Not Supported,semantic,0.006183,0.001455,Changing college+experience to Indian Institute of Technology Kanpur | 76 changed the score from 0.5463 to 0.5477 (delta +0.0015). semantic made the largest positive weighted contribution change (+0.0015).
R011,JOB006,R011_CF_NAME_AGE,name+age,Ishita Chopra | 33,0.0,1.0,0.9,0.0,0.646691,0.54628,0.0,1.0,0.9,0.0,0.641224,0.544994,-0.001286,Company_Engineering_A,Ananya Iyer | 28,Ishita Chopra | 33,,,Company: Company_Engineering_A; Preferred course: Civil Engineering; Accepted courses: Civil Engineering|Construction Engineering|Structural Engineering; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech; Minimum experience: 1 years,Not Supported,semantic,-0.005467,-0.001286,Changing name+age to Ishita Chopra | 33 changed the score from 0.5463 to 0.5450 (delta -0.0013). semantic made the largest negative weighted contribution change (-0.0013).
R012,JOB010,R012_CF_COLLEGE_CITY,college+city,BITS Pilani | Pune,0.0,1.0,0.0,0.0,0.716132,0.403796,0.0,1.0,0.0,0.0,0.69767,0.399452,-0.004344,Company_Tech_A,Indian Institute of Technology Roorkee | Delhi,BITS Pilani | Pune,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|MCA|BCA; Minimum experience: 1 years,Not Supported,semantic,-0.018462,-0.004344,Changing college+city to BITS Pilani | Pune changed the score from 0.4038 to 0.3995 (delta -0.0043). semantic made the largest negative weighted contribution change (-0.0043).
R012,JOB010,R012_CF_DEGREE_COURSE,degree+course,MCA | Business Administration,0.0,1.0,0.0,0.0,0.716132,0.403796,0.0,1.0,0.4,0.0,0.739559,0.479896,0.0761,Company_Tech_A,B.Com | Commerce,MCA | Business Administration,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|MCA|BCA; Minimum experience: 1 years,Not Supported,education_course,0.4,0.070588,Changing degree+course to MCA | Business Administration changed the score from 0.4038 to 0.4799 (delta +0.0761). education_course made the largest positive weighted contribution change (+0.0706).
R012,JOB010,R012_CF_COLLEGE_NAME,college+name,BITS Pilani | Arjun Sharma,0.0,1.0,0.0,0.0,0.716132,0.403796,0.0,1.0,0.0,0.0,0.716808,0.403955,0.000159,Company_Tech_A,Indian Institute of Technology Roorkee | Priya Nair,BITS Pilani | Arjun Sharma,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|MCA|BCA; Minimum experience: 1 years,Not Supported,semantic,0.000676,0.000159,Changing college+name to BITS Pilani | Arjun Sharma changed the score from 0.4038 to 0.4040 (delta +0.0002). semantic made the largest positive weighted contribution change (+0.0002).
R012,JOB010,R012_CF_NAME_CITY,name+city,Arjun Sharma | Pune,0.0,1.0,0.0,0.0,0.716132,0.403796,0.0,1.0,0.0,0.0,0.727454,0.40646,0.002664,Company_Tech_A,Priya Nair | Delhi,Arjun Sharma | Pune,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|MCA|BCA; Minimum experience: 1 years,Not Supported,semantic,0.011322,0.002664,Changing name+city to Arjun Sharma | Pune changed the score from 0.4038 to 0.4065 (delta +0.0027). semantic made the largest positive weighted contribution change (+0.0027).
R012,JOB010,R012_CF_DEGREE_AGE,degree+age,MCA | 35,0.0,1.0,0.0,0.0,0.716132,0.403796,0.0,1.0,0.4,0.0,0.740182,0.480043,0.076247,Company_Tech_A,B.Com | 30,MCA | 35,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|MCA|BCA; Minimum experience: 1 years,Not Supported,education_course,0.4,0.070588,Changing degree+age to MCA | 35 changed the score from 0.4038 to 0.4800 (delta +0.0762). education_course made the largest positive weighted contribution change (+0.0706).
R012,JOB010,R012_CF_COURSE_EXPERIENCE,course+experience,Business Administration | 108,0.0,1.0,0.0,0.0,0.716132,0.403796,0.0,1.0,0.0,0.0,0.744139,0.410386,0.00659,Company_Tech_A,Commerce | 96,Business Administration | 108,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|MCA|BCA; Minimum experience: 1 years,Not Supported,semantic,0.028007,0.00659,Changing course+experience to Business Administration | 108 changed the score from 0.4038 to 0.4104 (delta +0.0066). semantic made the largest positive weighted contribution change (+0.0066).
R012,JOB010,R012_CF_COLLEGE_EXPERIENCE,college+experience,BITS Pilani | 108,0.0,1.0,0.0,0.0,0.716132,0.403796,0.0,1.0,0.0,0.0,0.717769,0.404181,0.000385,Company_Tech_A,Indian Institute of Technology Roorkee | 96,BITS Pilani | 108,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|MCA|BCA; Minimum experience: 1 years,Not Supported,semantic,0.001637,0.000385,Changing college+experience to BITS Pilani | 108 changed the score from 0.4038 to 0.4042 (delta +0.0004). semantic made the largest positive weighted contribution change (+0.0004).
R012,JOB010,R012_CF_NAME_AGE,name+age,Arjun Sharma | 35,0.0,1.0,0.0,0.0,0.716132,0.403796,0.0,1.0,0.0,0.0,0.75646,0.413285,0.009489,Company_Tech_A,Priya Nair | 30,Arjun Sharma | 35,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|MCA|BCA; Minimum experience: 1 years,Not Supported,semantic,0.040328,0.009489,Changing name+age to Arjun Sharma | 35 changed the score from 0.4038 to 0.4133 (delta +0.0095). semantic made the largest positive weighted contribution change (+0.0095).
R013,JOB014,R013_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Roorkee | Hyderabad,0.0,1.0,0.4,0.0,0.722338,0.475844,0.0,1.0,0.4,0.0,0.722993,0.475998,0.000154,Company_Data_A,Indian Institute of Technology Kharagpur | Kolkata,Indian Institute of Technology Roorkee | Hyderabad,,,Company: Company_Data_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Data Science|Big Data; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech|MCA; Minimum experience: 2 years,Not Supported,semantic,0.000655,0.000154,Changing college+city to Indian Institute of Technology Roorkee | Hyderabad changed the score from 0.4758 to 0.4760 (delta +0.0002). semantic made the largest positive weighted contribution change (+0.0002).
R013,JOB014,R013_CF_DEGREE_COURSE,degree+course,BCA | Human Resources,0.0,1.0,0.4,0.0,0.722338,0.475844,0.0,1.0,0.0,0.0,0.72603,0.406125,-0.069719,Company_Data_A,B.E. | Electronics & Communication,BCA | Human Resources,,,Company: Company_Data_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Data Science|Big Data; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech|MCA; Minimum experience: 2 years,Not Supported,education_course,-0.4,-0.070588,Changing degree+course to BCA | Human Resources changed the score from 0.4758 to 0.4061 (delta -0.0697). education_course made the largest negative weighted contribution change (-0.0706).
R013,JOB014,R013_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Roorkee | Arjun Sharma,0.0,1.0,0.4,0.0,0.722338,0.475844,0.0,1.0,0.4,0.0,0.741752,0.480412,0.004568,Company_Data_A,Indian Institute of Technology Kharagpur | Neha Kapoor,Indian Institute of Technology Roorkee | Arjun Sharma,,,Company: Company_Data_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Data Science|Big Data; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech|MCA; Minimum experience: 2 years,Not Supported,semantic,0.019414,0.004568,Changing college+name to Indian Institute of Technology Roorkee | Arjun Sharma changed the score from 0.4758 to 0.4804 (delta +0.0046). semantic made the largest positive weighted contribution change (+0.0046).
R013,JOB014,R013_CF_NAME_CITY,name+city,Arjun Sharma | Hyderabad,0.0,1.0,0.4,0.0,0.722338,0.475844,0.0,1.0,0.4,0.0,0.742029,0.480477,0.004633,Company_Data_A,Neha Kapoor | Kolkata,Arjun Sharma | Hyderabad,,,Company: Company_Data_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Data Science|Big Data; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech|MCA; Minimum experience: 2 years,Not Supported,semantic,0.019691,0.004633,Changing name+city to Arjun Sharma | Hyderabad changed the score from 0.4758 to 0.4805 (delta +0.0046). semantic made the largest positive weighted contribution change (+0.0046).
R013,JOB014,R013_CF_DEGREE_AGE,degree+age,BCA | 39,0.0,1.0,0.4,0.0,0.722338,0.475844,0.0,1.0,0.0,0.0,0.724965,0.405874,-0.06997,Company_Data_A,B.E. | 34,BCA | 39,,,Company: Company_Data_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Data Science|Big Data; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech|MCA; Minimum experience: 2 years,Not Supported,education_course,-0.4,-0.070588,Changing degree+age to BCA | 39 changed the score from 0.4758 to 0.4059 (delta -0.0700). education_course made the largest negative weighted contribution change (-0.0706).
R013,JOB014,R013_CF_COURSE_EXPERIENCE,course+experience,Human Resources | 84,0.0,1.0,0.4,0.0,0.722338,0.475844,0.0,1.0,0.4,0.0,0.725192,0.476516,0.000672,Company_Data_A,Electronics & Communication | 72,Human Resources | 84,,,Company: Company_Data_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Data Science|Big Data; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech|MCA; Minimum experience: 2 years,Not Supported,semantic,0.002854,0.000672,Changing course+experience to Human Resources | 84 changed the score from 0.4758 to 0.4765 (delta +0.0007). semantic made the largest positive weighted contribution change (+0.0007).
R013,JOB014,R013_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Roorkee | 84,0.0,1.0,0.4,0.0,0.722338,0.475844,0.0,1.0,0.4,0.0,0.72212,0.475793,-5.1e-05,Company_Data_A,Indian Institute of Technology Kharagpur | 72,Indian Institute of Technology Roorkee | 84,,,Company: Company_Data_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Data Science|Big Data; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech|MCA; Minimum experience: 2 years,Not Supported,semantic,-0.000218,-5.1e-05,Changing college+experience to Indian Institute of Technology Roorkee | 84 changed the score from 0.4758 to 0.4758 (delta -0.0001). semantic made the largest negative weighted contribution change (-0.0001).
R013,JOB014,R013_CF_NAME_AGE,name+age,Arjun Sharma | 39,0.0,1.0,0.4,0.0,0.722338,0.475844,0.0,1.0,0.4,0.0,0.741897,0.480446,0.004602,Company_Data_A,Neha Kapoor | 34,Arjun Sharma | 39,,,Company: Company_Data_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Data Science|Big Data; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech|MCA; Minimum experience: 2 years,Not Supported,semantic,0.019559,0.004602,Changing name+age to Arjun Sharma | 39 changed the score from 0.4758 to 0.4804 (delta +0.0046). semantic made the largest positive weighted contribution change (+0.0046).
R014,JOB016,R014_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Delhi | Ahmedabad,0.0,1.0,0.8,0.588531,0.84105,0.57649,0.0,1.0,0.8,0.588531,0.832926,0.574865,-0.001625,Company_Tech_A,Indian Institute of Technology Guwahati | Delhi,Indian Institute of Technology Delhi | Ahmedabad,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Engineering|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech|MCA; Minimum experience: 1 years,Not Supported,semantic,-0.008124,-0.001625,Changing college+city to Indian Institute of Technology Delhi | Ahmedabad changed the score from 0.5765 to 0.5749 (delta -0.0016). semantic made the largest negative weighted contribution change (-0.0016).
R014,JOB016,R014_CF_DEGREE_COURSE,degree+course,M.Tech | Operations Management,0.0,1.0,0.8,0.588531,0.84105,0.57649,0.0,1.0,0.4,0.588531,0.841758,0.516631,-0.059859,Company_Tech_A,B.E. | Information Technology,M.Tech | Operations Management,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Engineering|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech|MCA; Minimum experience: 1 years,Not Supported,education_course,-0.4,-0.06,Changing degree+course to M.Tech | Operations Management changed the score from 0.5765 to 0.5166 (delta -0.0599). education_course made the largest negative weighted contribution change (-0.0600).
R014,JOB016,R014_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Delhi | Neha Kapoor,0.0,1.0,0.8,0.588531,0.84105,0.57649,0.0,1.0,0.8,0.588531,0.8294,0.57416,-0.00233,Company_Tech_A,Indian Institute of Technology Guwahati | Arjun Sharma,Indian Institute of Technology Delhi | Neha Kapoor,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Engineering|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech|MCA; Minimum experience: 1 years,Not Supported,semantic,-0.01165,-0.00233,Changing college+name to Indian Institute of Technology Delhi | Neha Kapoor changed the score from 0.5765 to 0.5742 (delta -0.0023). semantic made the largest negative weighted contribution change (-0.0023).
R014,JOB016,R014_CF_NAME_CITY,name+city,Neha Kapoor | Ahmedabad,0.0,1.0,0.8,0.588531,0.84105,0.57649,0.0,1.0,0.8,0.588531,0.832408,0.574761,-0.001729,Company_Tech_A,Arjun Sharma | Delhi,Neha Kapoor | Ahmedabad,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Engineering|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech|MCA; Minimum experience: 1 years,Not Supported,semantic,-0.008642,-0.001728,Changing name+city to Neha Kapoor | Ahmedabad changed the score from 0.5765 to 0.5748 (delta -0.0017). semantic made the largest negative weighted contribution change (-0.0017).
R014,JOB016,R014_CF_DEGREE_AGE,degree+age,M.Tech | 33,0.0,1.0,0.8,0.588531,0.84105,0.57649,0.0,1.0,0.8,0.588531,0.84105,0.57649,0.0,Company_Tech_A,B.E. | 28,M.Tech | 33,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Engineering|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech|MCA; Minimum experience: 1 years,Not Supported,skills,0.0,0.0,Changing degree+age to M.Tech | 33 changed the score from 0.5765 to 0.5765 (delta +0.0000). No screening component changed.
R014,JOB016,R014_CF_COURSE_EXPERIENCE,course+experience,Operations Management | 108,0.0,1.0,0.8,0.588531,0.84105,0.57649,0.0,1.0,0.4,0.588531,0.841758,0.516631,-0.059859,Company_Tech_A,Information Technology | 96,Operations Management | 108,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Engineering|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech|MCA; Minimum experience: 1 years,Not Supported,education_course,-0.4,-0.06,Changing course+experience to Operations Management | 108 changed the score from 0.5765 to 0.5166 (delta -0.0599). education_course made the largest negative weighted contribution change (-0.0600).
R014,JOB016,R014_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Delhi | 108,0.0,1.0,0.8,0.588531,0.84105,0.57649,0.0,1.0,0.8,0.588531,0.839752,0.57623,-0.00026,Company_Tech_A,Indian Institute of Technology Guwahati | 96,Indian Institute of Technology Delhi | 108,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Engineering|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech|MCA; Minimum experience: 1 years,Not Supported,semantic,-0.001298,-0.00026,Changing college+experience to Indian Institute of Technology Delhi | 108 changed the score from 0.5765 to 0.5762 (delta -0.0003). semantic made the largest negative weighted contribution change (-0.0003).
R014,JOB016,R014_CF_NAME_AGE,name+age,Neha Kapoor | 33,0.0,1.0,0.8,0.588531,0.84105,0.57649,0.0,1.0,0.8,0.588531,0.833989,0.575077,-0.001413,Company_Tech_A,Arjun Sharma | 28,Neha Kapoor | 33,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Engineering|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech|MCA; Minimum experience: 1 years,Not Supported,semantic,-0.007061,-0.001412,Changing name+age to Neha Kapoor | 33 changed the score from 0.5765 to 0.5751 (delta -0.0014). semantic made the largest negative weighted contribution change (-0.0014).
R015,JOB004,R015_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Madras | Bangalore,0.2,1.0,0.9,0.0,0.791628,0.650971,0.2,1.0,0.9,0.0,0.785607,0.649555,-0.001416,Company_Tech_A,Indian Institute of Technology Delhi | Kolkata,Indian Institute of Technology Madras | Bangalore,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Blockchain|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech|MCA; Minimum experience: 1 years,Not Supported,semantic,-0.006021,-0.001417,Changing college+city to Indian Institute of Technology Madras | Bangalore changed the score from 0.6510 to 0.6496 (delta -0.0014). semantic made the largest negative weighted contribution change (-0.0014).
R015,JOB004,R015_CF_DEGREE_COURSE,degree+course,M.Sc | Electrical and Electronics Engineering,0.2,1.0,0.9,0.0,0.791628,0.650971,0.2,1.0,0.0,0.0,0.788079,0.491313,-0.159658,Company_Tech_A,B.Tech | Information Technology,M.Sc | Electrical and Electronics Engineering,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Blockchain|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech|MCA; Minimum experience: 1 years,Not Supported,education_course,-0.9,-0.158824,Changing degree+course to M.Sc | Electrical and Electronics Engineering changed the score from 0.6510 to 0.4913 (delta -0.1597). education_course made the largest negative weighted contribution change (-0.1588).
R015,JOB004,R015_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Madras | Neha Kapoor,0.2,1.0,0.9,0.0,0.791628,0.650971,0.2,1.0,0.9,0.0,0.777061,0.647544,-0.003427,Company_Tech_A,Indian Institute of Technology Delhi | Karan Mehta,Indian Institute of Technology Madras | Neha Kapoor,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Blockchain|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech|MCA; Minimum experience: 1 years,Not Supported,semantic,-0.014567,-0.003428,Changing college+name to Indian Institute of Technology Madras | Neha Kapoor changed the score from 0.6510 to 0.6475 (delta -0.0034). semantic made the largest negative weighted contribution change (-0.0034).
R015,JOB004,R015_CF_NAME_CITY,name+city,Neha Kapoor | Bangalore,0.2,1.0,0.9,0.0,0.791628,0.650971,0.2,1.0,0.9,0.0,0.778179,0.647807,-0.003164,Company_Tech_A,Karan Mehta | Kolkata,Neha Kapoor | Bangalore,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Blockchain|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech|MCA; Minimum experience: 1 years,Not Supported,semantic,-0.013449,-0.003164,Changing name+city to Neha Kapoor | Bangalore changed the score from 0.6510 to 0.6478 (delta -0.0032). semantic made the largest negative weighted contribution change (-0.0032).
R015,JOB004,R015_CF_DEGREE_AGE,degree+age,M.Sc | 29,0.2,1.0,0.9,0.0,0.791628,0.650971,0.2,1.0,0.4,0.0,0.791628,0.562736,-0.088235,Company_Tech_A,B.Tech | 24,M.Sc | 29,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Blockchain|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech|MCA; Minimum experience: 1 years,Not Supported,education_course,-0.5,-0.088235,Changing degree+age to M.Sc | 29 changed the score from 0.6510 to 0.5627 (delta -0.0882). education_course made the largest negative weighted contribution change (-0.0882).
R015,JOB004,R015_CF_COURSE_EXPERIENCE,course+experience,Electrical and Electronics Engineering | 60,0.2,1.0,0.9,0.0,0.791628,0.650971,0.2,1.0,0.5,0.0,0.788079,0.579548,-0.071423,Company_Tech_A,Information Technology | 48,Electrical and Electronics Engineering | 60,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Blockchain|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech|MCA; Minimum experience: 1 years,Not Supported,education_course,-0.4,-0.070588,Changing course+experience to Electrical and Electronics Engineering | 60 changed the score from 0.6510 to 0.5795 (delta -0.0714). education_course made the largest negative weighted contribution change (-0.0706).
R015,JOB004,R015_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Madras | 60,0.2,1.0,0.9,0.0,0.791628,0.650971,0.2,1.0,0.9,0.0,0.788203,0.650165,-0.000806,Company_Tech_A,Indian Institute of Technology Delhi | 48,Indian Institute of Technology Madras | 60,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Blockchain|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech|MCA; Minimum experience: 1 years,Not Supported,semantic,-0.003425,-0.000806,Changing college+experience to Indian Institute of Technology Madras | 60 changed the score from 0.6510 to 0.6502 (delta -0.0008). semantic made the largest negative weighted contribution change (-0.0008).
R015,JOB004,R015_CF_NAME_AGE,name+age,Neha Kapoor | 29,0.2,1.0,0.9,0.0,0.791628,0.650971,0.2,1.0,0.9,0.0,0.780361,0.64832,-0.002651,Company_Tech_A,Karan Mehta | 24,Neha Kapoor | 29,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Blockchain|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech|MCA; Minimum experience: 1 years,Not Supported,semantic,-0.011267,-0.002651,Changing name+age to Neha Kapoor | 29 changed the score from 0.6510 to 0.6483 (delta -0.0027). semantic made the largest negative weighted contribution change (-0.0027).
R016,JOB010,R016_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Madras | Bangalore,0.0,1.0,0.5,0.0,0.80515,0.512976,0.0,1.0,0.5,0.0,0.799025,0.511535,-0.001441,Company_Tech_A,Indian Institute of Technology Kharagpur | Chennai,Indian Institute of Technology Madras | Bangalore,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|MCA|BCA; Minimum experience: 1 years,Not Supported,semantic,-0.006125,-0.001441,Changing college+city to Indian Institute of Technology Madras | Bangalore changed the score from 0.5130 to 0.5115 (delta -0.0014). semantic made the largest negative weighted contribution change (-0.0014).
R016,JOB010,R016_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Madras | Vikram Reddy,0.0,1.0,0.5,0.0,0.80515,0.512976,0.0,1.0,0.5,0.0,0.802758,0.512414,-0.000562,Company_Tech_A,Indian Institute of Technology Kharagpur | Ishita Chopra,Indian Institute of Technology Madras | Vikram Reddy,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|MCA|BCA; Minimum experience: 1 years,Not Supported,semantic,-0.002392,-0.000563,Changing college+name to Indian Institute of Technology Madras | Vikram Reddy changed the score from 0.5130 to 0.5124 (delta -0.0006). semantic made the largest negative weighted contribution change (-0.0006).
R016,JOB010,R016_CF_NAME_CITY,name+city,Vikram Reddy | Bangalore,0.0,1.0,0.5,0.0,0.80515,0.512976,0.0,1.0,0.5,0.0,0.798601,0.511435,-0.001541,Company_Tech_A,Ishita Chopra | Chennai,Vikram Reddy | Bangalore,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|MCA|BCA; Minimum experience: 1 years,Not Supported,semantic,-0.006549,-0.001541,Changing name+city to Vikram Reddy | Bangalore changed the score from 0.5130 to 0.5114 (delta -0.0015). semantic made the largest negative weighted contribution change (-0.0015).
