resume_id,job_id,variant_id,proxy_type,proxy_value,base_score,variant_score,score_delta,abs_delta,direction,context_classification,magnitude_category,audit_signal,primary_changed_component,high_magnitude_direct_proxy,any_decision_flip,flip_direction,base_selected_0.55,variant_selected_0.55,decision_flip_0.55,base_selected_0.6,variant_selected_0.6,decision_flip_0.6,base_selected_0.65,variant_selected_0.65,decision_flip_0.65
R101,JOB007,R101_CF_CITY,city,Delhi,0.426162,0.424263,-0.001899,0.001899,Score Decreased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R101,JOB007,R101_CF_AGE,age,27,0.426162,0.429091,0.002929,0.002929,Score Increased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R102,JOB025,R102_CF_NAME,name,Ishita Chopra,0.628376,0.629686,0.00131,0.00131,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,True,True,False,False,False,False
R102,JOB025,R102_CF_COLLEGE,college,BITS Pilani,0.628376,0.625065,-0.003311,0.003311,Score Decreased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,True,True,False,True,True,False,False,False,False
R102,JOB025,R102_CF_CITY,city,Chennai,0.628376,0.627997,-0.000379,0.000379,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,True,True,False,False,False,False
R102,JOB025,R102_CF_AGE,age,28,0.628376,0.628376,0.0,0.0,No Change,Not Supported,Low,No Material Change,skills,False,False,No Decision Flip,True,True,False,True,True,False,False,False,False
R103,JOB018,R103_CF_NAME,name,Arjun Sharma,0.543307,0.545947,0.00264,0.00264,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R103,JOB018,R103_CF_COLLEGE,college,Indian Institute of Technology Delhi,0.543307,0.541582,-0.001725,0.001725,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R103,JOB018,R103_CF_CITY,city,Pune,0.543307,0.543191,-0.000116,0.000116,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R103,JOB018,R103_CF_AGE,age,37,0.543307,0.543307,0.0,0.0,No Change,Not Supported,Low,No Material Change,skills,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R104,JOB020,R104_CF_NAME,name,Neha Kapoor,0.413582,0.406218,-0.007364,0.007364,Score Decreased,Not Supported,Very High,Potentially Unsupported Proxy — Very High,semantic,True,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R104,JOB020,R104_CF_COLLEGE,college,Indian Institute of Technology Guwahati,0.413582,0.405788,-0.007794,0.007794,Score Decreased,Not Supported,Very High,Potentially Unsupported Proxy — Very High,semantic,True,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R104,JOB020,R104_CF_CITY,city,Hyderabad,0.413582,0.407706,-0.005876,0.005876,Score Decreased,Not Supported,Very High,Potentially Unsupported Proxy — Very High,semantic,True,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R104,JOB020,R104_CF_AGE,age,38,0.413582,0.410035,-0.003547,0.003547,Score Decreased,Not Supported,High,Potentially Unsupported Proxy — High,semantic,True,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R105,JOB012,R105_CF_NAME,name,Karan Mehta,0.555538,0.556776,0.001238,0.001238,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R105,JOB012,R105_CF_COLLEGE,college,Indian Institute of Technology Guwahati,0.555538,0.554746,-0.000792,0.000792,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R105,JOB012,R105_CF_CITY,city,Ahmedabad,0.555538,0.555068,-0.00047,0.00047,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R105,JOB012,R105_CF_AGE,age,29,0.555538,0.555538,0.0,0.0,No Change,Not Supported,Low,No Material Change,skills,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R106,JOB020,R106_CF_NAME,name,Karan Mehta,0.409013,0.407409,-0.001604,0.001604,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R106,JOB020,R106_CF_COLLEGE,college,Indian Institute of Technology Madras,0.409013,0.401206,-0.007807,0.007807,Score Decreased,Not Supported,Very High,Potentially Unsupported Proxy — Very High,semantic,True,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R106,JOB020,R106_CF_CITY,city,Kolkata,0.409013,0.405265,-0.003748,0.003748,Score Decreased,Not Supported,Very High,Potentially Unsupported Proxy — Very High,semantic,True,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R106,JOB020,R106_CF_AGE,age,41,0.409013,0.407138,-0.001875,0.001875,Score Decreased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R107,JOB013,R107_CF_NAME,name,Divya Rao,0.403713,0.398525,-0.005188,0.005188,Score Decreased,Not Supported,High,Potentially Unsupported Proxy — High,semantic,True,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R107,JOB013,R107_CF_COLLEGE,college,Indian Institute of Technology Kharagpur,0.403713,0.405361,0.001648,0.001648,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R107,JOB013,R107_CF_CITY,city,Delhi,0.403713,0.402561,-0.001152,0.001152,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R107,JOB013,R107_CF_AGE,age,40,0.403713,0.406455,0.002742,0.002742,Score Increased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R108,JOB015,R108_CF_NAME,name,Rohan Gupta,0.423372,0.42039,-0.002982,0.002982,Score Decreased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R108,JOB015,R108_CF_COLLEGE,college,NIT Tiruchirappalli,0.423372,0.422577,-0.000795,0.000795,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R108,JOB015,R108_CF_CITY,city,Delhi,0.423372,0.42184,-0.001532,0.001532,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R108,JOB015,R108_CF_AGE,age,38,0.423372,0.42475,0.001378,0.001378,Score Increased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R109,JOB019,R109_CF_NAME,name,Priya Nair,0.466478,0.465003,-0.001475,0.001475,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R109,JOB019,R109_CF_COLLEGE,college,Indian Institute of Technology Bombay,0.466478,0.46751,0.001032,0.001032,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R109,JOB019,R109_CF_CITY,city,Chennai,0.466478,0.465476,-0.001002,0.001002,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R109,JOB019,R109_CF_AGE,age,50,0.466478,0.466478,0.0,0.0,No Change,Not Supported,Low,No Material Change,skills,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R110,JOB020,R110_CF_NAME,name,Ananya Iyer,0.552384,0.547822,-0.004562,0.004562,Score Decreased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,True,Negative flip @ 0.55,True,False,True,False,False,False,False,False,False
R110,JOB020,R110_CF_COLLEGE,college,Indian Institute of Technology Kanpur,0.552384,0.547991,-0.004393,0.004393,Score Decreased,Not Supported,High,Potentially Unsupported Proxy — High,semantic,True,True,Negative flip @ 0.55,True,False,True,False,False,False,False,False,False
R110,JOB020,R110_CF_CITY,city,Pune,0.552384,0.549762,-0.002622,0.002622,Score Decreased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,True,Negative flip @ 0.55,True,False,True,False,False,False,False,False,False
R110,JOB020,R110_CF_AGE,age,38,0.552384,0.551814,-0.00057,0.00057,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R111,JOB014,R111_CF_NAME,name,Ishita Chopra,0.549895,0.550185,0.00029,0.00029,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,True,Positive flip @ 0.55,False,True,True,False,False,False,False,False,False
R111,JOB014,R111_CF_COLLEGE,college,BITS Pilani,0.549895,0.548697,-0.001198,0.001198,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R111,JOB014,R111_CF_CITY,city,Hyderabad,0.549895,0.549427,-0.000468,0.000468,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R111,JOB014,R111_CF_AGE,age,29,0.549895,0.549895,0.0,0.0,No Change,Not Supported,Low,No Material Change,skills,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R112,JOB007,R112_CF_NAME,name,Arjun Sharma,0.419171,0.418609,-0.000562,0.000562,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R112,JOB007,R112_CF_COLLEGE,college,Indian Institute of Technology Delhi,0.419171,0.419816,0.000645,0.000645,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R112,JOB007,R112_CF_CITY,city,Ahmedabad,0.419171,0.418329,-0.000842,0.000842,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R112,JOB007,R112_CF_AGE,age,31,0.419171,0.419501,0.00033,0.00033,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R113,JOB024,R113_CF_NAME,name,Aditya Verma,0.473917,0.474689,0.000772,0.000772,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R113,JOB024,R113_CF_COLLEGE,college,Indian Institute of Technology Delhi,0.473917,0.474716,0.000799,0.000799,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R113,JOB024,R113_CF_CITY,city,Bangalore,0.473917,0.475115,0.001198,0.001198,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R113,JOB024,R113_CF_AGE,age,33,0.473917,0.474583,0.000666,0.000666,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R114,JOB008,R114_CF_NAME,name,Neha Kapoor,0.417891,0.416623,-0.001268,0.001268,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R114,JOB008,R114_CF_COLLEGE,college,Indian Institute of Technology Madras,0.417891,0.417785,-0.000106,0.000106,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R114,JOB008,R114_CF_CITY,city,Bangalore,0.417891,0.417494,-0.000397,0.000397,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R114,JOB008,R114_CF_AGE,age,38,0.417891,0.417891,0.0,0.0,No Change,Not Supported,Low,No Material Change,skills,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R115,JOB006,R115_CF_NAME,name,Vikram Reddy,0.495344,0.498024,0.00268,0.00268,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R115,JOB006,R115_CF_COLLEGE,college,Indian Institute of Science Bangalore,0.495344,0.499069,0.003725,0.003725,Score Increased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R115,JOB006,R115_CF_CITY,city,Mumbai,0.495344,0.496615,0.001271,0.001271,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R115,JOB006,R115_CF_AGE,age,34,0.495344,0.499254,0.00391,0.00391,Score Increased,Not Supported,High,Potentially Unsupported Proxy — High,semantic,True,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R116,JOB021,R116_CF_NAME,name,Divya Rao,0.559483,0.564385,0.004902,0.004902,Score Increased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R116,JOB021,R116_CF_COLLEGE,college,Indian Institute of Technology Kharagpur,0.559483,0.564246,0.004763,0.004763,Score Increased,Not Supported,High,Potentially Unsupported Proxy — High,semantic,True,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R116,JOB021,R116_CF_CITY,city,Chennai,0.559483,0.562621,0.003138,0.003138,Score Increased,Not Supported,High,Potentially Unsupported Proxy — High,semantic,True,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R116,JOB021,R116_CF_AGE,age,37,0.559483,0.566017,0.006534,0.006534,Score Increased,Not Supported,Very High,Potentially Unsupported Proxy — Very High,semantic,True,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R117,JOB006,R117_CF_NAME,name,Rohan Gupta,0.574077,0.574255,0.000178,0.000178,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R117,JOB006,R117_CF_COLLEGE,college,Indian Institute of Technology Kharagpur,0.574077,0.573408,-0.000669,0.000669,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R117,JOB006,R117_CF_CITY,city,Pune,0.574077,0.572131,-0.001946,0.001946,Score Decreased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R117,JOB006,R117_CF_AGE,age,33,0.574077,0.574077,0.0,0.0,No Change,Not Supported,Low,No Material Change,skills,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R118,JOB017,R118_CF_NAME,name,Priya Nair,0.57548,0.57522,-0.00026,0.00026,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R118,JOB017,R118_CF_COLLEGE,college,Indian Institute of Technology Bombay,0.57548,0.575985,0.000505,0.000505,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R118,JOB017,R118_CF_CITY,city,Hyderabad,0.57548,0.57517,-0.00031,0.00031,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R118,JOB017,R118_CF_AGE,age,27,0.57548,0.57548,0.0,0.0,No Change,Not Supported,Low,No Material Change,skills,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R119,JOB014,R119_CF_NAME,name,Ananya Iyer,0.549452,0.546759,-0.002693,0.002693,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R119,JOB014,R119_CF_COLLEGE,college,Indian Institute of Technology Kanpur,0.549452,0.550341,0.000889,0.000889,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,True,Positive flip @ 0.55,False,True,True,False,False,False,False,False,False
R119,JOB014,R119_CF_CITY,city,Ahmedabad,0.549452,0.549076,-0.000376,0.000376,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R119,JOB014,R119_CF_AGE,age,35,0.549452,0.549452,0.0,0.0,No Change,Not Supported,Low,No Material Change,skills,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R120,JOB002,R120_CF_NAME,name,Ishita Chopra,0.380763,0.38041,-0.000353,0.000353,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R120,JOB002,R120_CF_COLLEGE,college,Indian Institute of Technology Roorkee,0.380763,0.38297,0.002207,0.002207,Score Increased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R120,JOB002,R120_CF_CITY,city,Kolkata,0.380763,0.382498,0.001735,0.001735,Score Increased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R120,JOB002,R120_CF_AGE,age,35,0.380763,0.383484,0.002721,0.002721,Score Increased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R121,JOB017,R121_CF_NAME,name,Aditya Verma,0.575573,0.575524,-4.9e-05,4.9e-05,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R121,JOB017,R121_CF_COLLEGE,college,Indian Institute of Technology Roorkee,0.575573,0.575539,-3.4e-05,3.4e-05,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R121,JOB017,R121_CF_CITY,city,Bangalore,0.575573,0.57609,0.000517,0.000517,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R121,JOB017,R121_CF_AGE,age,31,0.575573,0.575573,0.0,0.0,No Change,Not Supported,Low,No Material Change,skills,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R122,JOB012,R122_CF_NAME,name,Neha Kapoor,0.528008,0.525229,-0.002779,0.002779,Score Decreased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R122,JOB012,R122_CF_COLLEGE,college,Indian Institute of Technology Delhi,0.528008,0.532225,0.004217,0.004217,Score Increased,Not Supported,High,Potentially Unsupported Proxy — High,semantic,True,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R122,JOB012,R122_CF_CITY,city,Delhi,0.528008,0.530441,0.002433,0.002433,Score Increased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R122,JOB012,R122_CF_AGE,age,28,0.528008,0.529545,0.001537,0.001537,Score Increased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R123,JOB008,R123_CF_NAME,name,Neha Kapoor,0.505314,0.505256,-5.8e-05,5.8e-05,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R123,JOB008,R123_CF_COLLEGE,college,Indian Institute of Technology Guwahati,0.505314,0.503727,-0.001587,0.001587,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R123,JOB008,R123_CF_CITY,city,Mumbai,0.505314,0.50515,-0.000164,0.000164,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R123,JOB008,R123_CF_AGE,age,40,0.505314,0.505314,0.0,0.0,No Change,Not Supported,Low,No Material Change,skills,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R124,JOB008,R124_CF_NAME,name,Vikram Reddy,0.644283,0.644466,0.000183,0.000183,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,True,True,False,False,False,False
R124,JOB008,R124_CF_COLLEGE,college,Indian Institute of Science Bangalore,0.644283,0.64501,0.000727,0.000727,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,True,True,False,False,False,False
R124,JOB008,R124_CF_CITY,city,Chennai,0.644283,0.643829,-0.000454,0.000454,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,True,True,False,False,False,False
R124,JOB008,R124_CF_AGE,age,38,0.644283,0.644283,0.0,0.0,No Change,Not Supported,Low,No Material Change,skills,False,False,No Decision Flip,True,True,False,True,True,False,False,False,False
R125,JOB002,R125_CF_NAME,name,Divya Rao,0.555456,0.554152,-0.001304,0.001304,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R125,JOB002,R125_CF_COLLEGE,college,Indian Institute of Technology Kharagpur,0.555456,0.550296,-0.00516,0.00516,Score Decreased,Not Supported,High,Potentially Unsupported Proxy — High,semantic,True,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R125,JOB002,R125_CF_CITY,city,Hyderabad,0.555456,0.553217,-0.002239,0.002239,Score Decreased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R125,JOB002,R125_CF_AGE,age,36,0.555456,0.554826,-0.00063,0.00063,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R126,JOB001,R126_CF_NAME,name,Divya Rao,0.582748,0.577156,-0.005592,0.005592,Score Decreased,Not Supported,High,Potentially Unsupported Proxy — High,semantic,True,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R126,JOB001,R126_CF_COLLEGE,college,NIT Tiruchirappalli,0.582748,0.579986,-0.002762,0.002762,Score Decreased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R126,JOB001,R126_CF_CITY,city,Ahmedabad,0.582748,0.581988,-0.00076,0.00076,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R126,JOB001,R126_CF_AGE,age,39,0.582748,0.583952,0.001204,0.001204,Score Increased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R127,JOB004,R127_CF_NAME,name,Priya Nair,0.55901,0.557946,-0.001064,0.001064,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R127,JOB004,R127_CF_COLLEGE,college,Indian Institute of Technology Bombay,0.55901,0.559555,0.000545,0.000545,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R127,JOB004,R127_CF_CITY,city,Kolkata,0.55901,0.559926,0.000916,0.000916,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R127,JOB004,R127_CF_AGE,age,32,0.55901,0.558967,-4.3e-05,4.3e-05,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R128,JOB020,R128_CF_NAME,name,Ishita Chopra,0.553358,0.549835,-0.003523,0.003523,Score Decreased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,True,Negative flip @ 0.55,True,False,True,False,False,False,False,False,False
R128,JOB020,R128_CF_COLLEGE,college,Indian Institute of Technology Kanpur,0.553358,0.548056,-0.005302,0.005302,Score Decreased,Not Supported,Very High,Potentially Unsupported Proxy — Very High,semantic,True,True,Negative flip @ 0.55,True,False,True,False,False,False,False,False,False
R128,JOB020,R128_CF_CITY,city,Bangalore,0.553358,0.551328,-0.00203,0.00203,Score Decreased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R128,JOB020,R128_CF_AGE,age,37,0.553358,0.552589,-0.000769,0.000769,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R129,JOB005,R129_CF_NAME,name,Ishita Chopra,0.487555,0.487209,-0.000346,0.000346,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R129,JOB005,R129_CF_COLLEGE,college,Indian Institute of Technology Roorkee,0.487555,0.487958,0.000403,0.000403,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R129,JOB005,R129_CF_CITY,city,Delhi,0.487555,0.48734,-0.000215,0.000215,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R129,JOB005,R129_CF_AGE,age,33,0.487555,0.487555,0.0,0.0,No Change,Not Supported,Low,No Material Change,skills,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R130,JOB025,R130_CF_NAME,name,Aditya Verma,0.531238,0.528961,-0.002277,0.002277,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R130,JOB025,R130_CF_COLLEGE,college,Indian Institute of Technology Delhi,0.531238,0.530893,-0.000345,0.000345,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R130,JOB025,R130_CF_CITY,city,Mumbai,0.531238,0.531642,0.000404,0.000404,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R130,JOB025,R130_CF_AGE,age,34,0.531238,0.531238,0.0,0.0,No Change,Not Supported,Low,No Material Change,skills,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R131,JOB011,R131_CF_NAME,name,Aditya Verma,0.508346,0.513047,0.004701,0.004701,Score Increased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R131,JOB011,R131_CF_COLLEGE,college,Indian Institute of Technology Delhi,0.508346,0.507948,-0.000398,0.000398,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
