resume_id,name,college,college_tier,city,city_tier,employment_gap_months,source_category,education_raw,skills_raw,experience_raw,resume_text,degree_raw,primary_degree,course_raw,course_final,skills_extracted,skill_experience,skills_clean,total_experience_months,total_experience_years,relevant_experience_months,career_stage,experience_extraction_method,projects_extracted
R177,Rohan Gupta,Indian Institute of Technology Kanpur,1,Delhi,1,0,DevOps Engineer,"April 2004 MCM Computer Management Pune, Maharashtra Pune University April 1998 B.Sc Maths Kerala University Project Manager Project Manager","Data Base Design, PHP, Python, MySql, JavaScript, HTML, Ajax, XML, Agile Methodology, DevOps Methodology, Scrum Framework, JIRA Tool, GIT, Bitbucket, Jquery, AngularJs, Amazon MWS , Bootstrap, Node.js, Laravel, Scrum- Exprience - 120 months",company - Knoxed Infotech Pvt. Ltd. description - ï· Client interaction ï· Maintain work processes ï· Creates project plans through Agile Model & Methodology ï· Maintains project objectives ï· Working with multi-profiled teams of technical and non technical stakeholders ï· Monitors production and quality to customer/stakeholder/sponsor standards ï· Conduct office management tasks ï· Ensuring that the day-to-day operations of the business run smoothly ï· Introducing key performance indicators (KPI's) and,"Name: Rohan Gupta
College: Indian Institute of Technology Kanpur
City: Delhi
Employment Gap: None

Total IT Experience 15 years. Core expertise in Data Base Design, PHP, Python, MySql, JavaScript, HTML 5, Ajax, Jquery, XML, Agile Methodology, DevOps Methodology, Scrum Framework, JIRA Tool, GIT, Bitbucket, Anjular JS 1, Angular JS 2, Core Java, J2EE. Education Details April 2004 MCM Computer Management Pune, Maharashtra Pune University April 1998 B.Sc Maths Kerala University Project Manager Project Manager Skill Details Data Base Design, PHP, Python, MySql, JavaScript, HTML, Ajax, XML, Agile Methodology, DevOps Methodology, Scrum Framework, JIRA Tool, GIT, Bitbucket, Jquery, AngularJs, Amazon MWS , Bootstrap, Node.js, Laravel, Scrum- Exprience - 120 monthsCompany Details company - Knoxed Infotech Pvt. Ltd. description - ï· Client interaction ï· Maintain work processes ï· Creates project plans through Agile Model & Methodology ï· Maintains project objectives ï· Working with multi-profiled teams of technical and non technical stakeholders ï· Monitors production and quality to customer/stakeholder/sponsor standards ï· Conduct office management tasks ï· Ensuring that the day-to-day operations of the business run smoothly ï· Introducing key performance indicators (KPI's) and",B.Sc,B.Sc,Management,Management,"['Data Base Design, PHP, Python, MySql, JavaScript, HTML, Ajax, XML, Agile Methodology, DevOps Methodology, Scrum Framework, JIRA Tool, GIT, Bitbucket, Jquery, AngularJs, Amazon MWS , Bootstrap, Node.js, Laravel, Scrum']","{'Data Base Design, PHP, Python, MySql, JavaScript, HTML, Ajax, XML, Agile Methodology, DevOps Methodology, Scrum Framework, JIRA Tool, GIT, Bitbucket, Jquery, AngularJs, Amazon MWS , Bootstrap, Node.js, Laravel, Scrum': 120}","Data Base Design, PHP, Python, MySql, JavaScript, HTML, Ajax, XML, Agile Methodology, DevOps Methodology, Scrum Framework, JIRA Tool, GIT, Bitbucket, Jquery, AngularJs, Amazon MWS , Bootstrap, Node.js, Laravel, Scrum",0,0.0,0,Unknown,none,[]
R178,Karan Mehta,Indian Institute of Technology Roorkee,1,Hyderabad,1,0,Web Designing,"B.C.A Bachelor Computer Application Pune, Maharashtra Pune University H.S.C. Pune, Maharashtra Pune University S.S.C. Pune, Maharashtra Pune University Web Designing and Developer php Developer - Exposys Pvt. Ltd","Web Development: HTML5, CSS3, Bootstrap, PHP, Ajax, Jquery, JavaScript. Database: MySQL. Development Tools: Notepad++, Sublime Text2. Framework: Codeigniter. Server: Apache tomcat, Xampp Control Panel. Operating Systems: Windows. company - Exposys Pvt. Ltd description - Pune. Augest 2017 to till date Project Details: Project-I: Pragat Bharat System Technologies Used: HTML, CSS, BOOTSTRAP, PHP, JQUERY, AJAX. Database Used: My SQL. Team size: 1 Position: Software Developer Synopsis: This project aim is specially design for people. It is used to collect information to diifernt sector. Project-II: Go Ayur System Technologies Used: HTML, CSS, BOOTSTRAP, PHP, JQUERY, AJAX. Database Used: My SQL. Team size: 2 Position: Software Developer Synopsis: Go Ayurveda Panchakarma center is one of most traditionally well established, professional and innovative providers of Classical","company - Exposys Pvt. Ltd description - Technical Skills Web Development: HTML5, CSS3, Bootstrap, PHP, Ajax, Jquery, JavaScript. Database: MySQL. Development Tools: Notepad++, Sublime Text2. Framework: Codeigniter. Server: Apache tomcat, Xampp Control Panel. Operating Systems: Windows. company - Exposys Pvt. Ltd description - Pune. Augest 2017 to till date Project Details: Project-I: Pragat Bharat System Technologies Used: HTML, CSS, BOOTSTRAP, PHP, JQUERY, AJAX. Database Used: My SQL. Team size: 1 Position: Software Developer Synopsis: This project aim is specially design for people. It is used to collect information to diifernt sector. Project-II: Go Ayur System Technologies Used: HTML, CSS, BOOTSTRAP, PHP, JQUERY, AJAX. Database Used: My SQL. Team size: 2 Position: Software Developer Synopsis: Go Ayurveda Panchakarma center is one of most traditionally well established, professional and innovative providers of Classical","Name: Karan Mehta
College: Indian Institute of Technology Roorkee
City: Hyderabad
Employment Gap: None

Education Details B.C.A Bachelor Computer Application Pune, Maharashtra Pune University H.S.C. Pune, Maharashtra Pune University S.S.C. Pune, Maharashtra Pune University Web Designing and Developer php Developer - Exposys Pvt. Ltd Skill Details Company Details company - Exposys Pvt. Ltd description - Technical Skills Web Development: HTML5, CSS3, Bootstrap, PHP, Ajax, Jquery, JavaScript. Database: MySQL. Development Tools: Notepad++, Sublime Text2. Framework: Codeigniter. Server: Apache tomcat, Xampp Control Panel. Operating Systems: Windows. company - Exposys Pvt. Ltd description - Pune. Augest 2017 to till date Project Details: Project-I: Pragat Bharat System Technologies Used: HTML, CSS, BOOTSTRAP, PHP, JQUERY, AJAX. Database Used: My SQL. Team size: 1 Position: Software Developer Synopsis: This project aim is specially design for people. It is used to collect information to diifernt sector. Project-II: Go Ayur System Technologies Used: HTML, CSS, BOOTSTRAP, PHP, JQUERY, AJAX. Database Used: My SQL. Team size: 2 Position: Software Developer Synopsis: Go Ayurveda Panchakarma center is one of most traditionally well established, professional and innovative providers of Classical",,Bachelor,Computer Applications,Computer Applications,[],{},,108,9.0,108,Experienced,year_range,"['Project-I: Pragat Bharat System Technologies Used: HTML, CSS, BOOTSTRAP, PHP, JQUERY, AJAX. Database Used: My SQL. Team size: 1 Position: Software Developer Synopsis: This project aim is specially design for people. It is used to collect information to diifernt sector. Project-II: Go Ayur System Technologies Used: HTML, CSS, BOOTSTRAP, PHP, JQUERY, AJAX. Database Used: My SQL. Team size: 2 Position: Software Developer Synopsis: Go Ayurveda Panchakarma center is one of most traditionally well established, professional and innovative providers of Classical']"
R179,Aditya Verma,Indian Institute of Technology Guwahati,1,Pune,1,0,Database,"May 2011 to May 2014 Bachelor of science Information technology Mumbai, Maharashtra Mumbai university Oracle DBA Oracle database administrator","Installation of Oracle on RH Linux & Windows. Creating/Managing user profiles and analyzing their privileges and tablespace quotas Backup of database Logical and Physical procedures. Recovery of database in case of database crash, disk/media failure, etc. Standard DBA functions like space management, Rollback segments, Extents. Database Management and Monitoring the database. Willing to learn new things. Being a constructive team member, contributing practically to the success of the team.- Exprience - 48 months","company - Accelya kale solutions ltd description - Database Administrator working in 24*7 support environment maintaining Databases running on Oracle 11g, 12c. Database Up-gradation from Oracle 11g to Oracle 12c. Installation of Database critical patches. Taking cold and hot backups on scheduled times and monitoring backups. Importing the export dump to another database as per demands. Automating most of the daily activities through cronjobs, shell scripts or schedulers. Making Plan of","Name: Aditya Verma
College: Indian Institute of Technology Guwahati
City: Pune
Employment Gap: None

Education Details May 2011 to May 2014 Bachelor of science Information technology Mumbai, Maharashtra Mumbai university Oracle DBA Oracle database administrator Skill Details Installation of Oracle on RH Linux & Windows. Creating/Managing user profiles and analyzing their privileges and tablespace quotas Backup of database Logical and Physical procedures. Recovery of database in case of database crash, disk/media failure, etc. Standard DBA functions like space management, Rollback segments, Extents. Database Management and Monitoring the database. Willing to learn new things. Being a constructive team member, contributing practically to the success of the team.- Exprience - 48 monthsCompany Details company - Accelya kale solutions ltd description - Database Administrator working in 24*7 support environment maintaining Databases running on Oracle 11g, 12c. Database Up-gradation from Oracle 11g to Oracle 12c. Installation of Database critical patches. Taking cold and hot backups on scheduled times and monitoring backups. Importing the export dump to another database as per demands. Automating most of the daily activities through cronjobs, shell scripts or schedulers. Making Plan of",B.Sc,B.Sc,Information Technology,Information Technology,"['Installation of Oracle on RH Linux & Windows. Creating/Managing user profiles and analyzing their privileges and tablespace quotas Backup of database Logical and Physical procedures. Recovery of database in case of database crash, disk/media failure, etc. Standard DBA functions like space management, Rollback segments, Extents. Database Management and Monitoring the database. Willing to learn new things. Being a constructive team member, contributing practically to the success of the team']","{'Installation of Oracle on RH Linux & Windows. Creating/Managing user profiles and analyzing their privileges and tablespace quotas Backup of database Logical and Physical procedures. Recovery of database in case of database crash, disk/media failure, etc. Standard DBA functions like space management, Rollback segments, Extents. Database Management and Monitoring the database. Willing to learn new things. Being a constructive team member, contributing practically to the success of the team': 48}","Installation of Oracle on RH Linux & Windows. Creating/Managing user profiles and analyzing their privileges and tablespace quotas Backup of database Logical and Physical procedures. Recovery of database in case of database crash, disk/media failure, etc. Standard DBA functions like space management, Rollback segments, Extents. Database Management and Monitoring the database. Willing to learn new things. Being a constructive team member, contributing practically to the success of the team",0,0.0,0,Unknown,none,[]
R180,Arjun Sharma,Indian Institute of Technology Kanpur,1,Pune,1,0,Testing,"July 2015 to June 2018 BE Electrical Pune, Maharashtra Sinhagad institute of technology January 2012 DIPLOMA MSBTE Kopargaon, MAHARASHTRA, IN K.B.P.Polytechnic January 2010 SSC S.G.Vidyalaya state board Testing Engineer Electrical engineer",,company - Intelux Electronics Pvt Ltd description - 1. Power management system Testing department,"Name: Arjun Sharma
College: Indian Institute of Technology Kanpur
City: Pune
Employment Gap: None

â¢ Good logical and analytical skills â¢ Positive attitude towards solving problems and accepting challenges â¢ A team player & leader â¢ A good organizer PRESONAL DETAILS: DOB: 20/07/1995. Marital status: Single.Education Details July 2015 to June 2018 BE Electrical Pune, Maharashtra Sinhagad institute of technology January 2012 DIPLOMA MSBTE Kopargaon, MAHARASHTRA, IN K.B.P.Polytechnic January 2010 SSC S.G.Vidyalaya state board Testing Engineer Electrical engineer Skill Details Company Details company - Intelux Electronics Pvt Ltd description - 1. Power management system Testing department",B.E.,B.E.,Electrical Engineering,Electrical Engineering,[],{},,0,0.0,0,Unknown,none,[]
R181,Karan Mehta,NIT Tiruchirappalli,1,Mumbai,1,0,Data Science,"January 2017 B. Tech Computer Science & Engineering Mohali, Punjab Indo Global College of Engineering Data Science Consultant Data Science Consultant - Datamites",MACHINE LEARNING- Exprience - 13 months PYTHON- Exprience - 24 months SOLUTIONS- Exprience - 24 months DATA SCIENCE- Exprience - 24 months DATA VISUALIZATION- Exprience - 24 months Tableau- Exprience - 24 months,"company - Datamites description - â¢ Analyzed and processed complex data sets using advanced querying, visualization and analytics tools. â¢ Responsible for loading, extracting and validation of client data. â¢ Worked on manipulating, cleaning &","Name: Karan Mehta
College: NIT Tiruchirappalli
City: Mumbai
Employment Gap: None

Skills â¢ Python â¢ Tableau â¢ Data Visualization â¢ R Studio â¢ Machine Learning â¢ Statistics IABAC Certified Data Scientist with versatile experience over 1+ years in managing business, data science consulting and leading innovation projects, bringing business ideas to working real world solutions. Being a strong advocator of augmented era, where human capabilities are enhanced by machines, Fahed is passionate about bringing business concepts in area of machine learning, AI, robotics etc., to real life solutions.Education Details January 2017 B. Tech Computer Science & Engineering Mohali, Punjab Indo Global College of Engineering Data Science Consultant Data Science Consultant - Datamites Skill Details MACHINE LEARNING- Exprience - 13 months PYTHON- Exprience - 24 months SOLUTIONS- Exprience - 24 months DATA SCIENCE- Exprience - 24 months DATA VISUALIZATION- Exprience - 24 months Tableau- Exprience - 24 monthsCompany Details company - Datamites description - â¢ Analyzed and processed complex data sets using advanced querying, visualization and analytics tools. â¢ Responsible for loading, extracting and validation of client data. â¢ Worked on manipulating, cleaning &",B.Tech,B.Tech,Computer Science,Computer Science,"['MACHINE LEARNING', 'PYTHON', 'SOLUTIONS', 'DATA SCIENCE', 'DATA VISUALIZATION', 'Tableau']","{'Machine Learning': 13, 'Python': 24, 'SOLUTIONS': 24, 'Data Science': 24, 'DATA VISUALIZATION': 24, 'Tableau': 24}","Machine Learning, Python, SOLUTIONS, Data Science, DATA VISUALIZATION, Tableau",0,0.0,0,Unknown,none,[]
R182,Ishita Chopra,Indian Institute of Technology Roorkee,1,Ahmedabad,1,0,Sales,January 2017 MBA Marketing & Sales Amity University January 2015 Bsc. Hotel Management P.S.G College of arts and sciences Institution/University/Board Sales Manager Sales and Marketing Management,MS office- Exprience - 4 months,"company - Cohesive Technologies description - I am responsible for Managing company's business in Mumbai area,along with branch Manager,I follow up leads given to me by my corporate office, I meet them personally give them the best solutions and product suitable for their business, I even generate leads by myself by calling up the clients through cold call,My job is like an entrepreneur here, which basically involves managing a small business.","Name: Ishita Chopra
College: Indian Institute of Technology Roorkee
City: Ahmedabad
Employment Gap: None

Skill Sets: â¢ Multi-tasking â¢ Collaborative â¢ Optimistic Thinking â¢ Effective teamleader/team trainer â¢ Visualizing the work which is to be done â¢ Good Grip on Communication â¢ Various Languages Known â¢ Value loyalty and is loyal towards my responsibility â¢ Compatible working with MS officeEducation Details January 2017 MBA Marketing & Sales Amity University January 2015 Bsc. Hotel Management P.S.G College of arts and sciences Institution/University/Board Sales Manager Sales and Marketing Management Skill Details MS office- Exprience - 4 monthsCompany Details company - Cohesive Technologies description - I am responsible for Managing company's business in Mumbai area,along with branch Manager,I follow up leads given to me by my corporate office, I meet them personally give them the best solutions and product suitable for their business, I even generate leads by myself by calling up the clients through cold call,My job is like an entrepreneur here, which basically involves managing a small business.",MBA,MBA,Hotel Management,Hotel Management,['MS office'],{'MS office': 4},MS office,0,0.0,0,Unknown,none,[]
R183,Arjun Sharma,Indian Institute of Technology Kharagpur,1,Kolkata,1,0,PMO,,"â¢ Maintain processes to ensure project management documentation, reports and plans are relevant, accurate and complete â¢ Report automation, Dashboard preparation and sharing feedbacks basis on performance of Project Manager â¢ Forecasting data regarding future risks, Project changes and updating the delivery team on timely basis â¢ Good understanding of project management lifecycle â¢ Proven excellence in Risk Management and control â¢ Good understanding of Software Development Lifecycle (SDLC) â¢ Ability to synthesize qualitative and quantitative data quickly and draw meaningful insights â¢ Knowledge of Programme/Project Management methodologies with full project reporting and governance â¢ Ability to work with different cross-functional stakeholders to establish and ensure a reliable and productive working relationship â¢ Strong time management and organizational skills â¢ Multitasking skills and ability to meet deadlines COMPUTER SKILLS AND CERTIFICATION â¢ Advance knowledge in MS office 2013 and Macros. SKILLS â¢ Strategic thinking and decision making ability â¢ Sound Analytical skills â¢ Multi-tasking skills in fast paced environment. â¢",,"Name: Arjun Sharma
College: Indian Institute of Technology Kharagpur
City: Kolkata
Employment Gap: None

CORE COMPETENCIES â¢ Maintain processes to ensure project management documentation, reports and plans are relevant, accurate and complete â¢ Report automation, Dashboard preparation and sharing feedbacks basis on performance of Project Manager â¢ Forecasting data regarding future risks, Project changes and updating the delivery team on timely basis â¢ Good understanding of project management lifecycle â¢ Proven excellence in Risk Management and control â¢ Good understanding of Software Development Lifecycle (SDLC) â¢ Ability to synthesize qualitative and quantitative data quickly and draw meaningful insights â¢ Knowledge of Programme/Project Management methodologies with full project reporting and governance â¢ Ability to work with different cross-functional stakeholders to establish and ensure a reliable and productive working relationship â¢ Strong time management and organizational skills â¢ Multitasking skills and ability to meet deadlines COMPUTER SKILLS AND CERTIFICATION â¢ Advance knowledge in MS office 2013 and Macros. SKILLS â¢ Strategic thinking and decision making ability â¢ Sound Analytical skills â¢ Multi-tasking skills in fast paced environment. â¢",,,,Unknown,[],{},,0,0.0,0,Unknown,none,[]
R184,Karan Mehta,Indian Institute of Technology Roorkee,1,Chennai,1,0,DevOps Engineer,"May 2016 B.E. Savitribai Phule Pune, Maharashtra Pune University March 2010 S.S.C Maharashtra Board DevOps Engineer",C- Exprience - 6 months C++- Exprience - 6 months Sql- Exprience - 6 months Pl/Sql- Exprience - 6 months Core Java- Exprience - 6 months Javascript- Exprience - Less than 1 year months HTML- Exprience - Less than 1 year months CSS-,,"Name: Karan Mehta
College: Indian Institute of Technology Roorkee
City: Chennai
Employment Gap: None

Software Proficiency: â¢ Languages: Basics of C, SQL, PL/SQL,JAVA,JAVAEE,Javascript,HTML,CSS,jquery,mysql,Spring ,Hibernate. â¢ Software Tools: Xillinx, Modelsim, Matlab, Multisim. â¢ Operating Systems: Windows XP, Vista, 07, 08, Ubuntu. Project Profile: B.E. Project FPGA Implementation of Team Size: 4. Role: Programmer. AES Algorithm AES is Advanced Encryption Standard which is used in cryptography by which we can protect our data. It encrypted by a Secret Key. T.E. project Sorting Robot. Team Size: 3. Role: Mechanism designer. The TCS 230 sensor sorts the RGB color balls according to their color. Diploma Project RFID Based Student Team Size: 4. Role: Interface. Attendance System Using GSM. In this student show RFID card of his own and then message send via GSM to their parent that his ward is present.Education Details May 2016 B.E. Savitribai Phule Pune, Maharashtra Pune University March 2010 S.S.C Maharashtra Board DevOps Engineer Skill Details C- Exprience - 6 months C++- Exprience - 6 months Sql- Exprience - 6 months Pl/Sql- Exprience - 6 months Core Java- Exprience - 6 months Javascript- Exprience - Less than 1 year months HTML- Exprience - Less than 1 year months CSS-",B.E.,B.E.,,Unknown,"['C', 'C++', 'Sql', 'Pl/Sql', 'Core Java', 'months HTML']","{'C': 6, 'C++': 6, 'SQL': 6, 'Pl/Sql': 6, 'Core Java': 6, 'JavaScript': 6, 'HTML': 6}","C, C++, SQL, Pl/Sql, Core Java, JavaScript, HTML",0,0.0,0,Unknown,none,[]
R185,Divya Rao,Indian Institute of Technology Kanpur,1,Kolkata,1,0,PMO,,"â¢ Maintain processes to ensure project management documentation, reports and plans are relevant, accurate and complete â¢ Report automation, Dashboard preparation and sharing feedbacks basis on performance of Project Manager â¢ Forecasting data regarding future risks, Project changes and updating the delivery team on timely basis â¢ Good understanding of project management lifecycle â¢ Proven excellence in Risk Management and control â¢ Good understanding of Software Development Lifecycle (SDLC) â¢ Ability to synthesize qualitative and quantitative data quickly and draw meaningful insights â¢ Knowledge of Programme/Project Management methodologies with full project reporting and governance â¢ Ability to work with different cross-functional stakeholders to establish and ensure a reliable and productive working relationship â¢ Strong time management and organizational skills â¢ Multitasking skills and ability to meet deadlines COMPUTER SKILLS AND CERTIFICATION â¢ Advance knowledge in MS office 2013 and Macros. SKILLS â¢ Strategic thinking and decision making ability â¢ Sound Analytical skills â¢ Multi-tasking skills in fast paced environment. â¢",,"Name: Divya Rao
College: Indian Institute of Technology Kanpur
City: Kolkata
Employment Gap: None

CORE COMPETENCIES â¢ Maintain processes to ensure project management documentation, reports and plans are relevant, accurate and complete â¢ Report automation, Dashboard preparation and sharing feedbacks basis on performance of Project Manager â¢ Forecasting data regarding future risks, Project changes and updating the delivery team on timely basis â¢ Good understanding of project management lifecycle â¢ Proven excellence in Risk Management and control â¢ Good understanding of Software Development Lifecycle (SDLC) â¢ Ability to synthesize qualitative and quantitative data quickly and draw meaningful insights â¢ Knowledge of Programme/Project Management methodologies with full project reporting and governance â¢ Ability to work with different cross-functional stakeholders to establish and ensure a reliable and productive working relationship â¢ Strong time management and organizational skills â¢ Multitasking skills and ability to meet deadlines COMPUTER SKILLS AND CERTIFICATION â¢ Advance knowledge in MS office 2013 and Macros. SKILLS â¢ Strategic thinking and decision making ability â¢ Sound Analytical skills â¢ Multi-tasking skills in fast paced environment. â¢",,,,Unknown,[],{},,0,0.0,0,Unknown,none,[]
R186,Karan Mehta,Indian Institute of Technology Guwahati,1,Mumbai,1,0,Automation Testing,"January 2011 to January 2016 Mumbai, Maharashtra MUMBAI UNIVERSITY Bachelor of Electronics Engineering Electronics Engineering Mumbai, Maharashtra Atharva College of Engineering at Malad Automation and Electrical engineer Automation and Electrical Engineer - SMEC AUTOMATION PVT. LTD",,"company - SMEC AUTOMATION PVT. LTD description - -18, Supply, installation, testing and commissioning of water level sensor and valve actuators for water tanks at BARC hospital Anushaktinagar, Trombay and BARC facility at Kalyan. â¢ Implemented of academy projects like Automatically tank filling with relay and float sensor level control, bottle filling on conveyor belt motion, and waste material crashing then separated on conveyor belt motion with PLC controlling. Role of Automation and Instrumentation Engineer (Marine and Industrial Automation): â¢ Re-calibration of field Instruments like control valve actuators, sensors and transmitters for pneumatic and electrical. â¢ Research and developing on new","Name: Karan Mehta
College: Indian Institute of Technology Guwahati
City: Mumbai
Employment Gap: None

SOCIAL SKILLS: â¢ Ability to establish trust and work with a team. â¢ Determined with good work ethics. â¢ Ability to work under difficult situations.Education Details January 2011 to January 2016 Mumbai, Maharashtra MUMBAI UNIVERSITY Bachelor of Electronics Engineering Electronics Engineering Mumbai, Maharashtra Atharva College of Engineering at Malad Automation and Electrical engineer Automation and Electrical Engineer - SMEC AUTOMATION PVT. LTD Skill Details Company Details company - SMEC AUTOMATION PVT. LTD description - -18, Supply, installation, testing and commissioning of water level sensor and valve actuators for water tanks at BARC hospital Anushaktinagar, Trombay and BARC facility at Kalyan. â¢ Implemented of academy projects like Automatically tank filling with relay and float sensor level control, bottle filling on conveyor belt motion, and waste material crashing then separated on conveyor belt motion with PLC controlling. Role of Automation and Instrumentation Engineer (Marine and Industrial Automation): â¢ Re-calibration of field Instruments like control valve actuators, sensors and transmitters for pneumatic and electrical. â¢ Research and developing on new",,Bachelor,Electrical Engineering,Electrical Engineering,[],{},,0,0.0,0,Unknown,none,[]
R187,Karan Mehta,Indian Institute of Technology Kharagpur,1,Pune,1,0,Automation Testing,"Bachelor of Science Computer Science Mumbai, Maharashtra Mumbai University QA Automation Lead QA Automation Lead",C++- Exprience - 63 months PYTHON- Exprience - 109 months UFT- Exprience - 85 months SELENIUM- Exprience - 85 months SQL- Exprience - 69 months,company - Leading Industrial Automation description - Responsibilities: â¢ Test Rockwell Automation,"Name: Karan Mehta
College: Indian Institute of Technology Kharagpur
City: Pune
Employment Gap: None

SKILLS Agile Methodology Scrum, Kanban, Extreme Programming(XP), Test-driven development (TDD) and Feature Driven development(FDD) Domain Industrial Automation, Retail, Banking, Insurance, Health care. Automation Framework Modular, Data driven, BPT, Hybrid Test automation tool HP UFT, TAF, Load Runner, Selenium, Rational Robot, DCMTK, sikuli languages VB Script, C++, Python, Shell Script Bug Tracking Tool Bugzilla, Jira, HP Quality Control, AP Test, Clear Quest Version management Clear case, Win CVS, SVN Database Oracle, SQL server, MySQL Network Protocols TCP/IP, HTTP, HTTPS, VPN, FTP, LDAP Healthcare DICOM, PACS, HL7, Image Archiving, Image reconstruction, Rockwell Automation Logix Designer, Factory Talk, RSLinx Classic, Control Flash, Compare Tool, I/O modules and Profiles. Education Details Bachelor of Science Computer Science Mumbai, Maharashtra Mumbai University QA Automation Lead QA Automation Lead Skill Details C++- Exprience - 63 months PYTHON- Exprience - 109 months UFT- Exprience - 85 months SELENIUM- Exprience - 85 months SQL- Exprience - 69 monthsCompany Details company - Leading Industrial Automation description - Responsibilities: â¢ Test Rockwell Automation",B.Sc,B.Sc,Computer Science,Computer Science,"['C++', 'PYTHON', 'UFT', 'SELENIUM', 'SQL']","{'C++': 63, 'Python': 109, 'UFT': 85, 'Selenium': 85, 'SQL': 69}","C++, Python, UFT, Selenium, SQL",0,0.0,0,Unknown,none,[]
R188,Rohan Gupta,Indian Institute of Technology Guwahati,1,Bangalore,1,0,Operations Manager,BCA Vinayaka Missions University Operations Manager Operations Manager,Operations Management- Exprience - Less than 1 year months,"company - BNY Mellon International Operations (India) Pvt. Ltd description - Organization: BNY Mellon International Operations (India) Pvt. Ltd.: Sept 2009- till date BNY Mellon provides a broad range of products and services in the areas of Investment Management, Investment Services and Treasury Services. Our customers are institutions, corporations, and high-net-worth individuals, as well as consultants and advisors who work with them. Line of Business (LOB): Revenue &Billing Services (R&BS) Revenue and Billing Services is a Global Center of Excellence that generates invoices and collects fee revenue from Investment Services clients. 218 staff across five locations (Brooklyn, Pittsburgh, Syracuse, Pune, and UK) . Various Businesses supported are Asset Servicing, Corporate Trust, Treasury Services, Broker Dealer Services and Global Collateral Management. Support U.S., EMEA, and APAC. Regions. Job Profile: Operations Manager - BNY Mellon International Operations (India) Pvt. Ltd. Responsible for daily","Name: Rohan Gupta
College: Indian Institute of Technology Guwahati
City: Bangalore
Employment Gap: None

Education Details BCA Vinayaka Missions University Operations Manager Operations Manager Skill Details Operations Management- Exprience - Less than 1 year monthsCompany Details company - BNY Mellon International Operations (India) Pvt. Ltd description - Organization: BNY Mellon International Operations (India) Pvt. Ltd.: Sept 2009- till date BNY Mellon provides a broad range of products and services in the areas of Investment Management, Investment Services and Treasury Services. Our customers are institutions, corporations, and high-net-worth individuals, as well as consultants and advisors who work with them. Line of Business (LOB): Revenue &Billing Services (R&BS) Revenue and Billing Services is a Global Center of Excellence that generates invoices and collects fee revenue from Investment Services clients. 218 staff across five locations (Brooklyn, Pittsburgh, Syracuse, Pune, and UK) . Various Businesses supported are Asset Servicing, Corporate Trust, Treasury Services, Broker Dealer Services and Global Collateral Management. Support U.S., EMEA, and APAC. Regions. Job Profile: Operations Manager - BNY Mellon International Operations (India) Pvt. Ltd. Responsible for daily",,BCA,Computer Applications,Computer Applications,['Operations Management'],{'Operations Management': 6},Operations Management,204,17.0,204,Senior,year_range,[]
R189,Ishita Chopra,BITS Pilani,1,Mumbai,1,0,Business Analyst,"January 2016 to January 2018 MMS Mumbai, Maharashtra University of Mumbai January 2016 to January 2018 MMS Management Mumbai, Maharashtra University of Mumbai January 2014 B.Sc. Bandra, MAHARASHTRA, IN Rivzi College January 2011 HSC Bandra, Maharashtra, IN St. Andrews College January 2011 HSC Allana Junior College January 2009 SSC Canossa High School January 2008 SSC Maharashtra State Board Business Analyst Business Analyst - Mass Group of Companies",EXCEL- Exprience - 23 months HTML- Exprience - 6 months JAVA- Exprience - 6 months PHP- Exprience - 6 months POWERPOINT- Exprience - 6 months,company - Mass Group of Companies description - Key Role Analyst Responsibilities: â¦ Manage risk and provide risk management process. â¦ Liaise with other project areas to coordinate with interdependencies and resolve issues. â¦ Analyse and map,"Name: Ishita Chopra
College: BITS Pilani
City: Mumbai
Employment Gap: None

TECHNOLOGICAL SKILLS â¦ Knowledge of Computers on the Windows platform. â¦ Fluency in MS-Office Applications such as Excel, Word, PowerPoint, etc. â¦ HTML, JAVA, PHP ATTRIBUTES â¦ Hardworking towards achieving the Goal â¦ Good communication skills â¦ Quick learner â¦ Good interpersonal relationEducation Details January 2016 to January 2018 MMS Mumbai, Maharashtra University of Mumbai January 2016 to January 2018 MMS Management Mumbai, Maharashtra University of Mumbai January 2014 B.Sc. Bandra, MAHARASHTRA, IN Rivzi College January 2011 HSC Bandra, Maharashtra, IN St. Andrews College January 2011 HSC Allana Junior College January 2009 SSC Canossa High School January 2008 SSC Maharashtra State Board Business Analyst Business Analyst - Mass Group of Companies Skill Details EXCEL- Exprience - 23 months HTML- Exprience - 6 months JAVA- Exprience - 6 months PHP- Exprience - 6 months POWERPOINT- Exprience - 6 monthsCompany Details company - Mass Group of Companies description - Key Role Analyst Responsibilities: â¦ Manage risk and provide risk management process. â¦ Liaise with other project areas to coordinate with interdependencies and resolve issues. â¦ Analyse and map",B.Sc,B.Sc,Management,Management,"['EXCEL', 'HTML', 'JAVA', 'PHP', 'POWERPOINT']","{'Excel': 23, 'HTML': 6, 'Java': 6, 'PHP': 6, 'PowerPoint': 6}","Excel, HTML, Java, PHP, PowerPoint",0,0.0,0,Unknown,none,[]
