resume_id,job_id,variant_id,proxy_type,proxy_value,base_score,variant_score
R041,JOB016,R041_CF_DEGREE_COURSE,degree+course,LLB | Business Administration,0.499956,0.440754
R041,JOB016,R041_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Delhi | Aditya Verma,0.499956,0.500051
R041,JOB016,R041_CF_NAME_CITY,name+city,Aditya Verma | Pune,0.499956,0.500604
R041,JOB016,R041_CF_DEGREE_AGE,degree+age,LLB | 35,0.499956,0.499956
R041,JOB016,R041_CF_COURSE_EXPERIENCE,course+experience,Business Administration | 72,0.499956,0.440754
R041,JOB016,R041_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Delhi | 72,0.499956,0.499972
R041,JOB016,R041_CF_NAME_AGE,name+age,Aditya Verma | 35,0.499956,0.500051
R042,JOB024,R042_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Guwahati | Ahmedabad,0.468841,0.468396
R042,JOB024,R042_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Guwahati | Karan Mehta,0.468841,0.467612
R042,JOB024,R042_CF_NAME_CITY,name+city,Karan Mehta | Ahmedabad,0.468841,0.46621
R042,JOB024,R042_CF_DEGREE_AGE,degree+age,B.A | 33,0.468841,0.398253
R042,JOB024,R042_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Guwahati | 72,0.468841,0.468988
R042,JOB024,R042_CF_NAME_AGE,name+age,Karan Mehta | 33,0.468841,0.467437
R043,JOB025,R043_CF_COLLEGE_CITY,college+city,Indian Institute of Science Bangalore | Bangalore,0.628182,0.628186
R043,JOB025,R043_CF_DEGREE_COURSE,degree+course,Bachelor | Operations Management,0.628182,0.48707
R043,JOB025,R043_CF_COLLEGE_NAME,college+name,Indian Institute of Science Bangalore | Vikram Reddy,0.628182,0.630076
R043,JOB025,R043_CF_NAME_CITY,name+city,Vikram Reddy | Bangalore,0.628182,0.629283
R043,JOB025,R043_CF_DEGREE_AGE,degree+age,Bachelor | 29,0.628182,0.558443
R043,JOB025,R043_CF_COURSE_EXPERIENCE,course+experience,Operations Management | 36,0.628182,0.558747
R043,JOB025,R043_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Science Bangalore | 36,0.628182,0.629794
R043,JOB025,R043_CF_NAME_AGE,name+age,Vikram Reddy | 29,0.628182,0.630428
R044,JOB002,R044_CF_COLLEGE_CITY,college+city,Indian Institute of Science Bangalore | Bangalore,0.341867,0.341335
R044,JOB002,R044_CF_COLLEGE_NAME,college+name,Indian Institute of Science Bangalore | Divya Rao,0.341867,0.341021
R044,JOB002,R044_CF_NAME_CITY,name+city,Divya Rao | Bangalore,0.341867,0.341688
R044,JOB002,R044_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Science Bangalore | 22,0.341867,0.387512
R044,JOB002,R044_CF_NAME_AGE,name+age,Divya Rao | 30,0.341867,0.341375
R045,JOB021,R045_CF_COLLEGE_CITY,college+city,NIT Tiruchirappalli | Mumbai,0.416146,0.414153
R045,JOB021,R045_CF_DEGREE_COURSE,degree+course,MBA | Electrical and Electronics Engineering,0.416146,0.419507
R045,JOB021,R045_CF_COLLEGE_NAME,college+name,NIT Tiruchirappalli | Divya Rao,0.416146,0.414482
R045,JOB021,R045_CF_NAME_CITY,name+city,Divya Rao | Mumbai,0.416146,0.416049
R045,JOB021,R045_CF_DEGREE_AGE,degree+age,MBA | 27,0.416146,0.420113
R045,JOB021,R045_CF_COURSE_EXPERIENCE,course+experience,Electrical and Electronics Engineering | 36,0.416146,0.41757
R045,JOB021,R045_CF_COLLEGE_EXPERIENCE,college+experience,NIT Tiruchirappalli | 36,0.416146,0.415379
R045,JOB021,R045_CF_NAME_AGE,name+age,Divya Rao | 27,0.416146,0.416431
R046,JOB024,R046_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Bombay | Chennai,0.468421,0.467328
R046,JOB024,R046_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Bombay | Priya Nair,0.468421,0.467046
R046,JOB024,R046_CF_NAME_CITY,name+city,Priya Nair | Chennai,0.468421,0.467683
R046,JOB024,R046_CF_DEGREE_AGE,degree+age,MCA | 32,0.468421,0.468421
R046,JOB024,R046_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Bombay | 72,0.468421,0.467031
R046,JOB024,R046_CF_NAME_AGE,name+age,Priya Nair | 32,0.468421,0.467425
R047,JOB002,R047_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Kanpur | Chennai,0.553994,0.550375
R047,JOB002,R047_CF_DEGREE_COURSE,degree+course,BCA | Commerce and Law,0.553994,0.410795
R047,JOB002,R047_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Kanpur | Ananya Iyer,0.553994,0.549489
R047,JOB002,R047_CF_NAME_CITY,name+city,Ananya Iyer | Chennai,0.553994,0.549734
R047,JOB002,R047_CF_DEGREE_AGE,degree+age,BCA | 34,0.553994,0.48204
R047,JOB002,R047_CF_COURSE_EXPERIENCE,course+experience,Commerce and Law | 108,0.553994,0.482945
R047,JOB002,R047_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Kanpur | 108,0.553994,0.552043
R047,JOB002,R047_CF_NAME_AGE,name+age,Ananya Iyer | 34,0.553994,0.550856
R048,JOB001,R048_CF_COLLEGE_CITY,college+city,BITS Pilani | Pune,0.463657,0.461804
R048,JOB001,R048_CF_DEGREE_COURSE,degree+course,M.Tech | Electronics,0.463657,0.40162
R048,JOB001,R048_CF_COLLEGE_NAME,college+name,BITS Pilani | Ishita Chopra,0.463657,0.458117
R048,JOB001,R048_CF_NAME_CITY,name+city,Ishita Chopra | Pune,0.463657,0.461465
R048,JOB001,R048_CF_DEGREE_AGE,degree+age,M.Tech | 35,0.463657,0.471154
R048,JOB001,R048_CF_COURSE_EXPERIENCE,course+experience,Electronics | 63,0.463657,0.398892
R048,JOB001,R048_CF_COLLEGE_EXPERIENCE,college+experience,BITS Pilani | 63,0.463657,0.461306
R048,JOB001,R048_CF_NAME_AGE,name+age,Ishita Chopra | 35,0.463657,0.459805
R049,JOB018,R049_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Delhi | Ahmedabad,0.409456,0.407252
R049,JOB018,R049_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Delhi | Arjun Sharma,0.409456,0.408132
R049,JOB018,R049_CF_NAME_CITY,name+city,Arjun Sharma | Ahmedabad,0.409456,0.407945
R049,JOB018,R049_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Delhi | 108,0.409456,0.408366
R049,JOB018,R049_CF_NAME_AGE,name+age,Arjun Sharma | 37,0.409456,0.409127
R050,JOB005,R050_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Delhi | Kolkata,0.487,0.487288
R050,JOB005,R050_CF_DEGREE_COURSE,degree+course,B.A. LL.B. | Sociology,0.487,0.490065
R050,JOB005,R050_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Delhi | Neha Kapoor,0.487,0.487928
R050,JOB005,R050_CF_NAME_CITY,name+city,Neha Kapoor | Kolkata,0.487,0.488407
R050,JOB005,R050_CF_DEGREE_AGE,degree+age,B.A. LL.B. | 29,0.487,0.489863
R050,JOB005,R050_CF_COURSE_EXPERIENCE,course+experience,Sociology | 60,0.487,0.487863
R050,JOB005,R050_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Delhi | 60,0.487,0.487045
R050,JOB005,R050_CF_NAME_AGE,name+age,Neha Kapoor | 29,0.487,0.488145
R051,JOB019,R051_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Madras | Bangalore,0.464762,0.464667
R051,JOB019,R051_CF_DEGREE_COURSE,degree+course,LLM | Electrical Engineering,0.464762,0.395148
R051,JOB019,R051_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Madras | Karan Mehta,0.464762,0.467015
R051,JOB019,R051_CF_NAME_CITY,name+city,Karan Mehta | Bangalore,0.464762,0.466486
R051,JOB019,R051_CF_DEGREE_AGE,degree+age,LLM | 50,0.464762,0.394174
R051,JOB019,R051_CF_COURSE_EXPERIENCE,course+experience,Electrical Engineering | 216,0.464762,0.465736
R051,JOB019,R051_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Madras | 216,0.464762,0.465293
R051,JOB019,R051_CF_NAME_AGE,name+age,Karan Mehta | 50,0.464762,0.467363
R052,JOB011,R052_CF_COLLEGE_CITY,college+city,Indian Institute of Science Bangalore | Mumbai,0.578486,0.578926
R052,JOB011,R052_CF_DEGREE_COURSE,degree+course,Diploma | Data Science,0.578486,0.507898
R052,JOB011,R052_CF_COLLEGE_NAME,college+name,Indian Institute of Science Bangalore | Vikram Reddy,0.578486,0.576008
R052,JOB011,R052_CF_NAME_CITY,name+city,Vikram Reddy | Mumbai,0.578486,0.576115
R052,JOB011,R052_CF_DEGREE_AGE,degree+age,Diploma | 31,0.578486,0.507898
R052,JOB011,R052_CF_COURSE_EXPERIENCE,course+experience,Data Science | 48,0.578486,0.578332
R052,JOB011,R052_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Science Bangalore | 48,0.578486,0.578408
R052,JOB011,R052_CF_NAME_AGE,name+age,Vikram Reddy | 31,0.578486,0.57578
R053,JOB007,R053_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Kharagpur | Chennai,0.503801,0.505161
R053,JOB007,R053_CF_DEGREE_COURSE,degree+course,M.Com | Science,0.503801,0.485105
R053,JOB007,R053_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Kharagpur | Vikram Reddy,0.503801,0.502356
R053,JOB007,R053_CF_NAME_CITY,name+city,Vikram Reddy | Chennai,0.503801,0.503729
R053,JOB007,R053_CF_DEGREE_AGE,degree+age,M.Com | 32,0.503801,0.415324
R053,JOB007,R053_CF_COURSE_EXPERIENCE,course+experience,Science | 48,0.503801,0.573548
R053,JOB007,R053_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Kharagpur | 48,0.503801,0.503691
R053,JOB007,R053_CF_NAME_AGE,name+age,Vikram Reddy | 32,0.503801,0.501335
R054,JOB021,R054_CF_COLLEGE_CITY,college+city,NIT Tiruchirappalli | Chennai,0.42376,0.421774
R054,JOB021,R054_CF_COLLEGE_NAME,college+name,NIT Tiruchirappalli | Rohan Gupta,0.42376,0.421351
R054,JOB021,R054_CF_NAME_CITY,name+city,Rohan Gupta | Chennai,0.42376,0.424202
R054,JOB021,R054_CF_COLLEGE_EXPERIENCE,college+experience,NIT Tiruchirappalli | 108,0.42376,0.421246
R054,JOB021,R054_CF_NAME_AGE,name+age,Rohan Gupta | 37,0.42376,0.42374
R055,JOB019,R055_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Bombay | Hyderabad,0.393524,0.393271
R055,JOB019,R055_CF_DEGREE_COURSE,degree+course,B.Com | Biotechnology,0.393524,0.393872
R055,JOB019,R055_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Bombay | Priya Nair,0.393524,0.390404
R055,JOB019,R055_CF_NAME_CITY,name+city,Priya Nair | Hyderabad,0.393524,0.392441
R055,JOB019,R055_CF_DEGREE_AGE,degree+age,B.Com | 51,0.393524,0.393872
R055,JOB019,R055_CF_COURSE_EXPERIENCE,course+experience,Biotechnology | 216,0.393524,0.392995
R055,JOB019,R055_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Bombay | 216,0.393524,0.392588
R055,JOB019,R055_CF_NAME_AGE,name+age,Priya Nair | 51,0.393524,0.391313
R056,JOB016,R056_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Kanpur | Ahmedabad,0.487212,0.481365
R056,JOB016,R056_CF_DEGREE_COURSE,degree+course,B.Sc | Finance,0.487212,0.42098
R056,JOB016,R056_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Kanpur | Ananya Iyer,0.487212,0.483526
R056,JOB016,R056_CF_NAME_CITY,name+city,Ananya Iyer | Ahmedabad,0.487212,0.481138
R056,JOB016,R056_CF_DEGREE_AGE,degree+age,B.Sc | 34,0.487212,0.423324
R056,JOB016,R056_CF_COURSE_EXPERIENCE,course+experience,Finance | 63,0.487212,0.49089
R056,JOB016,R056_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Kanpur | 63,0.487212,0.488582
R056,JOB016,R056_CF_NAME_AGE,name+age,Ananya Iyer | 34,0.487212,0.489565
R057,JOB018,R057_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Roorkee | Kolkata,0.402871,0.406269
R057,JOB018,R057_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Roorkee | Ishita Chopra,0.402871,0.405457
R057,JOB018,R057_CF_NAME_CITY,name+city,Ishita Chopra | Kolkata,0.402871,0.407751
R057,JOB018,R057_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Roorkee | 108,0.402871,0.404511
R057,JOB018,R057_CF_NAME_AGE,name+age,Ishita Chopra | 34,0.402871,0.405446
R058,JOB003,R058_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Delhi | Bangalore,0.556431,0.559794
R058,JOB003,R058_CF_DEGREE_COURSE,degree+course,BBA | Computer Technology,0.556431,0.40359
R058,JOB003,R058_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Delhi | Aditya Verma,0.556431,0.555475
R058,JOB003,R058_CF_NAME_CITY,name+city,Aditya Verma | Bangalore,0.556431,0.55369
R058,JOB003,R058_CF_DEGREE_AGE,degree+age,BBA | 37,0.556431,0.474157
R058,JOB003,R058_CF_COURSE_EXPERIENCE,course+experience,Computer Technology | 120,0.556431,0.490769
R058,JOB003,R058_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Delhi | 120,0.556431,0.561476
R058,JOB003,R058_CF_NAME_AGE,name+age,Aditya Verma | 37,0.556431,0.555247
R059,JOB011,R059_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Delhi | Delhi,0.511329,0.507566
R059,JOB011,R059_CF_DEGREE_COURSE,degree+course,BBA | Hospitality Management,0.511329,0.508949
R059,JOB011,R059_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Delhi | Neha Kapoor,0.511329,0.507698
R059,JOB011,R059_CF_NAME_CITY,name+city,Neha Kapoor | Delhi,0.511329,0.510926
R059,JOB011,R059_CF_DEGREE_AGE,degree+age,BBA | 32,0.511329,0.512448
R059,JOB011,R059_CF_COURSE_EXPERIENCE,course+experience,Hospitality Management | 48,0.511329,0.509595
R059,JOB011,R059_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Delhi | 48,0.511329,0.507655
R059,JOB011,R059_CF_NAME_AGE,name+age,Neha Kapoor | 32,0.511329,0.511455
R060,JOB003,R060_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Madras | Mumbai,0.422215,0.420226
R060,JOB003,R060_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Madras | Karan Mehta,0.422215,0.41898
R060,JOB003,R060_CF_NAME_CITY,name+city,Karan Mehta | Mumbai,0.422215,0.422072
R060,JOB003,R060_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Madras | 36,0.422215,0.420217
R060,JOB003,R060_CF_NAME_AGE,name+age,Karan Mehta | 30,0.422215,0.421671
R061,JOB011,R061_CF_COLLEGE_CITY,college+city,Indian Institute of Science Bangalore | Pune,0.557598,0.557377
R061,JOB011,R061_CF_DEGREE_COURSE,degree+course,Bachelor | Information Technology,0.557598,0.558818
R061,JOB011,R061_CF_COLLEGE_NAME,college+name,Indian Institute of Science Bangalore | Vikram Reddy,0.557598,0.556381
R061,JOB011,R061_CF_NAME_CITY,name+city,Vikram Reddy | Pune,0.557598,0.55796
R061,JOB011,R061_CF_DEGREE_AGE,degree+age,Bachelor | 35,0.557598,0.558818
R061,JOB011,R061_CF_COURSE_EXPERIENCE,course+experience,Information Technology | 108,0.557598,0.557598
R061,JOB011,R061_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Science Bangalore | 108,0.557598,0.557255
R061,JOB011,R061_CF_NAME_AGE,name+age,Vikram Reddy | 35,0.557598,0.557832
R062,JOB003,R062_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Kharagpur | Hyderabad,0.487348,0.4858
R062,JOB003,R062_CF_DEGREE_COURSE,degree+course,M.E. | Management,0.487348,0.415615
R062,JOB003,R062_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Kharagpur | Divya Rao,0.487348,0.486505
R062,JOB003,R062_CF_NAME_CITY,name+city,Divya Rao | Hyderabad,0.487348,0.48742
R062,JOB003,R062_CF_DEGREE_AGE,degree+age,M.E. | 40,0.487348,0.487348
R062,JOB003,R062_CF_COURSE_EXPERIENCE,course+experience,Management | 121,0.487348,0.415615
R062,JOB003,R062_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Kharagpur | 121,0.487348,0.485913
R062,JOB003,R062_CF_NAME_AGE,name+age,Divya Rao | 40,0.487348,0.487378
R063,JOB002,R063_CF_COLLEGE_CITY,college+city,NIT Tiruchirappalli | Ahmedabad,0.390427,0.392473
R063,JOB002,R063_CF_DEGREE_COURSE,degree+course,MCA | Computer Science,0.390427,0.391494
R063,JOB002,R063_CF_COLLEGE_NAME,college+name,NIT Tiruchirappalli | Rohan Gupta,0.390427,0.393338
R063,JOB002,R063_CF_NAME_CITY,name+city,Rohan Gupta | Ahmedabad,0.390427,0.391163
R063,JOB002,R063_CF_DEGREE_AGE,degree+age,MCA | 34,0.390427,0.391906
R063,JOB002,R063_CF_COURSE_EXPERIENCE,course+experience,Computer Science | 78,0.390427,0.391888
R063,JOB002,R063_CF_COLLEGE_EXPERIENCE,college+experience,NIT Tiruchirappalli | 78,0.390427,0.393222
R063,JOB002,R063_CF_NAME_AGE,name+age,Rohan Gupta | 34,0.390427,0.391694
R064,JOB013,R064_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Bombay | Kolkata,0.523357,0.522362
R064,JOB013,R064_CF_DEGREE_COURSE,degree+course,BCA | Electronics and Telecommunication,0.523357,0.522775
R064,JOB013,R064_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Bombay | Ananya Iyer,0.523357,0.52191
R064,JOB013,R064_CF_NAME_CITY,name+city,Ananya Iyer | Kolkata,0.523357,0.520539
R064,JOB013,R064_CF_DEGREE_AGE,degree+age,BCA | 29,0.523357,0.523621
R064,JOB013,R064_CF_COURSE_EXPERIENCE,course+experience,Electronics and Telecommunication | 60,0.523357,0.522511
R064,JOB013,R064_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Bombay | 60,0.523357,0.524358
R064,JOB013,R064_CF_NAME_AGE,name+age,Ananya Iyer | 29,0.523357,0.521732
R065,JOB025,R065_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Kanpur | Bangalore,0.546362,0.547466
R065,JOB025,R065_CF_DEGREE_COURSE,degree+course,M.Tech | Mechanical Engineering,0.546362,0.481511
R065,JOB025,R065_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Kanpur | Ananya Iyer,0.546362,0.543853
R065,JOB025,R065_CF_NAME_CITY,name+city,Ananya Iyer | Bangalore,0.546362,0.544873
R065,JOB025,R065_CF_DEGREE_AGE,degree+age,M.Tech | 35,0.546362,0.552849
R065,JOB025,R065_CF_COURSE_EXPERIENCE,course+experience,Mechanical Engineering | 82,0.546362,0.478881
R065,JOB025,R065_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Kanpur | 82,0.546362,0.547451
R065,JOB025,R065_CF_NAME_AGE,name+age,Ananya Iyer | 35,0.546362,0.54625
R066,JOB019,R066_CF_COLLEGE_CITY,college+city,BITS Pilani | Delhi,0.463453,0.467687
R066,JOB019,R066_CF_DEGREE_COURSE,degree+course,M.Sc | Mechanical Engineering,0.463453,0.393544
R066,JOB019,R066_CF_COLLEGE_NAME,college+name,BITS Pilani | Ishita Chopra,0.463453,0.469124
R066,JOB019,R066_CF_NAME_CITY,name+city,Ishita Chopra | Delhi,0.463453,0.467118
R066,JOB019,R066_CF_DEGREE_AGE,degree+age,M.Sc | 52,0.463453,0.392865
R066,JOB019,R066_CF_COURSE_EXPERIENCE,course+experience,Mechanical Engineering | 216,0.463453,0.464132
R066,JOB019,R066_CF_COLLEGE_EXPERIENCE,college+experience,BITS Pilani | 216,0.463453,0.466934
R066,JOB019,R066_CF_NAME_AGE,name+age,Ishita Chopra | 52,0.463453,0.466524
R067,JOB017,R067_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Roorkee | Mumbai,0.506487,0.504362
R067,JOB017,R067_CF_DEGREE_COURSE,degree+course,B.A. LL.B. | Electronics & Communication,0.506487,0.403481
R067,JOB017,R067_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Roorkee | Aditya Verma,0.506487,0.499039
R067,JOB017,R067_CF_NAME_CITY,name+city,Aditya Verma | Mumbai,0.506487,0.497922
R067,JOB017,R067_CF_DEGREE_AGE,degree+age,B.A. LL.B. | 38,0.506487,0.505929
R067,JOB017,R067_CF_COURSE_EXPERIENCE,course+experience,Electronics & Communication | 132,0.506487,0.403154
R067,JOB017,R067_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Roorkee | 132,0.506487,0.504792
R067,JOB017,R067_CF_NAME_AGE,name+age,Aditya Verma | 38,0.506487,0.5011
R068,JOB004,R068_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Guwahati | Pune,0.467175,0.464758
R068,JOB004,R068_CF_DEGREE_COURSE,degree+course,LLM | Electronics & Communication,0.467175,0.405618
R068,JOB004,R068_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Guwahati | Neha Kapoor,0.467175,0.463838
R068,JOB004,R068_CF_NAME_CITY,name+city,Neha Kapoor | Pune,0.467175,0.466033
R068,JOB004,R068_CF_DEGREE_AGE,degree+age,LLM | 35,0.467175,0.407175
R068,JOB004,R068_CF_COURSE_EXPERIENCE,course+experience,Electronics & Communication | 60,0.467175,0.465618
R068,JOB004,R068_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Guwahati | 60,0.467175,0.465317
R068,JOB004,R068_CF_NAME_AGE,name+age,Neha Kapoor | 35,0.467175,0.466959
R069,JOB022,R069_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Guwahati | Hyderabad,0.509627,0.50987
R069,JOB022,R069_CF_DEGREE_COURSE,degree+course,Diploma | Hotel Management,0.509627,0.437914
R069,JOB022,R069_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Guwahati | Neha Kapoor,0.509627,0.510021
R069,JOB022,R069_CF_NAME_CITY,name+city,Neha Kapoor | Hyderabad,0.509627,0.508918
R069,JOB022,R069_CF_DEGREE_AGE,degree+age,Diploma | 38,0.509627,0.439039
R069,JOB022,R069_CF_COURSE_EXPERIENCE,course+experience,Hotel Management | 120,0.509627,0.508503
R069,JOB022,R069_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Guwahati | 120,0.509627,0.509557
R069,JOB022,R069_CF_NAME_AGE,name+age,Neha Kapoor | 38,0.509627,0.508739
R070,JOB018,R070_CF_COLLEGE_CITY,college+city,Indian Institute of Science Bangalore | Ahmedabad,0.545282,0.539276
R070,JOB018,R070_CF_DEGREE_COURSE,degree+course,M.Com | Business Administration,0.545282,0.404437
R070,JOB018,R070_CF_COLLEGE_NAME,college+name,Indian Institute of Science Bangalore | Vikram Reddy,0.545282,0.543847
R070,JOB018,R070_CF_NAME_CITY,name+city,Vikram Reddy | Ahmedabad,0.545282,0.541937
R070,JOB018,R070_CF_DEGREE_AGE,degree+age,M.Com | 37,0.545282,0.474694
R070,JOB018,R070_CF_COURSE_EXPERIENCE,course+experience,Business Administration | 109,0.545282,0.474992
R070,JOB018,R070_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Science Bangalore | 109,0.545282,0.541374
R070,JOB018,R070_CF_NAME_AGE,name+age,Vikram Reddy | 37,0.545282,0.544117
R071,JOB023,R071_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Kharagpur | Kolkata,0.42003,0.418838
R071,JOB023,R071_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Kharagpur | Divya Rao,0.42003,0.420734
R071,JOB023,R071_CF_NAME_CITY,name+city,Divya Rao | Kolkata,0.42003,0.418507
R071,JOB023,R071_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Kharagpur | 48,0.42003,0.419306
R071,JOB023,R071_CF_NAME_AGE,name+age,Divya Rao | 36,0.42003,0.418568
R072,JOB021,R072_CF_COLLEGE_CITY,college+city,NIT Tiruchirappalli | Bangalore,0.560181,0.560952
R072,JOB021,R072_CF_DEGREE_COURSE,degree+course,B.Tech | Operations Management,0.560181,0.512746
R072,JOB021,R072_CF_COLLEGE_NAME,college+name,NIT Tiruchirappalli | Rohan Gupta,0.560181,0.560352
R072,JOB021,R072_CF_NAME_CITY,name+city,Rohan Gupta | Bangalore,0.560181,0.565287
R072,JOB021,R072_CF_DEGREE_AGE,degree+age,B.Tech | 40,0.560181,0.585389
R072,JOB021,R072_CF_COURSE_EXPERIENCE,course+experience,Operations Management | 108,0.560181,0.493505
R072,JOB021,R072_CF_COLLEGE_EXPERIENCE,college+experience,NIT Tiruchirappalli | 108,0.560181,0.562103
R072,JOB021,R072_CF_NAME_AGE,name+age,Rohan Gupta | 40,0.560181,0.566954
R073,JOB014,R073_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Bombay | Delhi,0.428557,0.429454
R073,JOB014,R073_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Bombay | Priya Nair,0.428557,0.430169
R073,JOB014,R073_CF_NAME_CITY,name+city,Priya Nair | Delhi,0.428557,0.429931
R073,JOB014,R073_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Bombay | 61,0.428557,0.429063
R073,JOB014,R073_CF_NAME_AGE,name+age,Priya Nair | 32,0.428557,0.429701
R074,JOB017,R074_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Kanpur | Chennai,0.524685,0.524205
R074,JOB017,R074_CF_DEGREE_COURSE,degree+course,LLB | Computer Engineering,0.524685,0.3606
R074,JOB017,R074_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Kanpur | Ananya Iyer,0.524685,0.526119
R074,JOB017,R074_CF_NAME_CITY,name+city,Ananya Iyer | Chennai,0.524685,0.525477
R074,JOB017,R074_CF_DEGREE_AGE,degree+age,LLB | 31,0.524685,0.454097
R074,JOB017,R074_CF_COURSE_EXPERIENCE,course+experience,Computer Engineering | 22,0.524685,0.478044
R074,JOB017,R074_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Kanpur | 22,0.524685,0.571396
R074,JOB017,R074_CF_NAME_AGE,name+age,Ananya Iyer | 31,0.524685,0.525906
R075,JOB019,R075_CF_COLLEGE_CITY,college+city,BITS Pilani | Pune,0.402031,0.406515
R075,JOB019,R075_CF_COLLEGE_NAME,college+name,BITS Pilani | Ishita Chopra,0.402031,0.401702
R075,JOB019,R075_CF_NAME_CITY,name+city,Ishita Chopra | Pune,0.402031,0.403333
R075,JOB019,R075_CF_COLLEGE_EXPERIENCE,college+experience,BITS Pilani | 216,0.402031,0.40586
R075,JOB019,R075_CF_NAME_AGE,name+age,Ishita Chopra | 40,0.402031,0.40305
R076,JOB019,R076_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Roorkee | Hyderabad,0.389681,0.391053
R076,JOB019,R076_CF_DEGREE_COURSE,degree+course,BBA | Fine Arts / Painting,0.389681,0.461119
R076,JOB019,R076_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Roorkee | Aditya Verma,0.389681,0.390497
R076,JOB019,R076_CF_NAME_CITY,name+city,Aditya Verma | Hyderabad,0.389681,0.391736
